Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,213020.5925427952,26921782809.7768,10090286419.183441,1144079.357218941,2411740831.2046614,148578253.7641464,1766222345.366487,364599910.7563075,31378519.096058253,18588421785.591816,955868656.4807147,12392002990.43817,3603603889.3798313,1111632749.809905,2187464083.560898,901059567.4837792,2848369106.8281918,3233301322.5619264,2250006874.0763545,846919597.2939736,1228812921.0998714,1748484828.9517252,604871971.2335271,1154710370.2185903,2754950882.0843287,1539689951.796499,678456245.5036548,1122232342.1018317,1537114386.861366,1826413872.7382984,924799517.168364,1112582647.393382,1067704566.1524224,4017828009.3681808,961949724.4818071,1255754440.118681,199865959384.62292,58134413115.398415 
February,0.0,24934023760.145226,8949654082.867533,7273038.7205486875,1949296640.7828944,186551013.021328,1350173283.3821404,457572638.18007404,26162460.36529768,17189891853.330723,777395721.4764208,11747470585.791143,3128039805.75878,1204925742.9818382,1890022051.5602722,992957989.8661094,2445147816.227329,3206071949.436895,1843758175.572306,1053778758.2055898,1052006843.5507749,1733703986.3151815,503170281.0561242,1185076294.6059542,2478733505.6602955,1412251054.9058173,456323636.89479303,1249731220.9919858,1241700933.9350147,1874809918.4697886,744776689.0102894,1221780381.367807,841137877.7055632,3960423254.593588,705365261.7466578,1470985281.641607,176985393346.24435,57813630151.78182 
March,0.0,32331031891.112476,5035911704.742898,1044502149.1220552,869113380.3978603,1132809170.6252267,629139805.7143524,1410437995.8058932,5026922.931959899,23242269139.522053,150876337.70289892,18552546865.32666,1508312190.5559402,2817637515.1956096,911878979.8259144,2776165391.511038,1195407618.8753085,6424186483.184112,869243152.5748497,2867741612.0346556,472912467.29707164,3211098621.6059117,207096146.63105884,2784498650.091537,1627120874.6015878,3950206314.25002,178299785.8526917,2851235512.2842455,478922496.508958,3763431162.505249,293478944.5772752,3212238976.9150977,344311886.4752994,7335749765.451084,272078623.67005557,3398837744.346846,173313139880.37122,32540678936.106094 
April,0.0,31860033949.087414,1807402311.6437323,2240915429.066712,214832151.75640675,1994344296.915573,163716528.0602257,2151635973.6612687,0.0,23799443474.086494,3786537.8350532465,19869165097.301476,240478799.62180907,3625538255.3302007,142925623.15527293,3886960533.587254,183741192.98543778,6405206673.958438,120493309.1326034,3845285753.88261,17279715.27490789,4134047430.0989423,571049.1938662261,3868239754.5370255,876742375.9066733,4328151277.016972,378104.25247948634,3790814502.721419,373092.4854236657,4635526765.991283,147623.0334922867,4389954452.663639,5121.371820757349,7344992922.858718,0.0,4444565733.019439,147667238685.95218,15389113989.251865 
May,0.0,35955510141.21636,589435287.6943463,5366642924.847265,69384334.86506754,3981386228.7255816,58874425.90170025,3771765355.087237,0.0,28847333649.737083,1221824.4150134095,25739418230.35335,2194999.6300101243,6236032480.00511,708817.6243955668,6469223651.960109,1460683.9701578033,8345481450.9437475,1070369.151293066,6262230478.331599,1283682.703338511,5901445907.360824,12862.902064069203,5985101379.605726,345554560.0639134,6405460860.019149,0.0,5812945492.240309,0.0,6890645835.437751,0.0,6689031366.8271675,0.0,8836345756.740366,0.0,6602106066.6587925,173407382637.37567,11812069840.05822 
June,0.0,37467766992.50482,336216416.7949514,7182496569.860863,34500497.5747509,5175062428.189268,26335401.596074946,4766933415.79546,0.0,31107658973.82964,0.0,29329669882.82159,0.0,7964574438.112322,0.0,7552067970.125121,0.0,9201138224.01001,0.0,7353659638.255977,0.0,7351940638.498886,0.0,7118181708.98268,154216262.27601117,7715809399.734282,0.0,6891745264.081771,0.0,8254545674.936152,0.0,7513185682.094926,0.0,9331188929.612135,0.0,7443675095.297386,191064376403.13196,11052105129.334997 
July,0.0,37197370324.27858,206704120.4909526,8432523991.204102,40402253.52009194,5977944439.613692,27390335.116066907,5394409014.514411,0.0,32121542786.284084,0.0,30933133335.128967,0.0,8614877569.427328,0.0,7943193057.624774,0.0,10226106065.247396,0.0,8429698905.186411,0.0,8054196458.141996,0.0,7602424074.240321,33953514.11471399,9564938746.8817,0.0,8140662250.096329,0.0,8692954953.919235,0.0,7767521104.369326,0.0,10152472114.816668,0.0,8376286739.0011635,207188947163.94046,10690962062.57829 
August,0.0,39449655952.44115,281319491.9186715,7296111992.099288,36893196.79990308,5549038535.363389,30523701.44978785,5340040110.120135,0.0,32708746234.693077,0.0,30841988506.88238,0.0,7921097650.310224,0.0,7517783573.159226,0.0,11092349696.034468,0.0,7396096309.777748,0.0,7976081259.140419,0.0,7647990593.003125,27245516.14670209,10870845057.63858,0.0,7515483594.599279,0.0,8248630356.821748,0.0,7491992512.499227,0.0,11244417110.804977,0.0,7505793560.185491,209077396826.43863,11085752211.004011 
September,0.0,35219355469.4803,474398197.67407453,4332195219.6641245,65968231.50529288,3872315394.4904337,57689527.11371535,3872245763.123319,0.0,27944920559.363407,1047779.6046878785,24839022093.33534,11471650.559830895,5444642442.199931,5822584.765199855,4959577009.32364,8181182.509432399,9046383410.019289,6712143.589536006,4880237768.56956,0.0,6473225791.047184,0.0,5578803839.842488,132929086.02123924,9369249022.448229,0.0,5521062240.640932,0.0,6112607384.492571,0.0,5179997820.607248,0.0,9581032274.679386,0.0,5227901355.375031,173880705008.3186,10548388252.911873 
October,0.0,33742050039.70428,1551969799.4770682,1912510300.8179374,199814037.31398714,2152938008.0338736,157165229.55402014,2422108106.4401426,616943.2038475587,24688514299.335506,24688366.544222582,20177246124.029457,223663660.93834773,3631006759.787936,125289673.50328848,3132153353.892628,143921891.66131473,7187961756.54006,127319016.90740201,3065008793.481295,1228716.8093036897,5418148672.592012,23487.62043821098,4111817411.6396074,474673635.49092436,7506510463.329791,7599.496341957638,4021231390.864029,4112509.3935255744,4627145934.196614,1069581.7296998675,3568747916.5772395,407530.66789471527,8094233884.268938,1598065.9467054873,3604867087.085852,160027344963.0795,12469722004.842426 
November,0.0,29333991318.018665,4629263669.692878,219750948.43935245,751811320.5062312,709980186.7572708,571504221.0427494,933186592.6523179,5489723.168379522,19274594569.98804,194911571.37655896,15722017294.063044,1167908034.4493635,2002473691.992977,700255104.2226279,1419631498.4640083,888953658.8168229,3448880187.402729,716035902.413123,1431224767.8333452,78908819.12032877,3585807550.003494,25788046.319847945,2216153295.2426,1177404399.8706498,3018959624.952548,26035222.125665527,2221682498.442647,208474858.45710787,2853371857.66582,112878637.89447677,1743437045.3355896,122604491.65665823,4293511678.969596,117799233.6729111,1888920687.1483932,156371570232.7613,24817421627.315098 
December,0.0,27051409293.67861,9102342740.338543,28014338.165378142,2091442563.0811224,246940494.01606324,1455654464.3814397,451931562.6086567,35635434.443942316,17960829901.763508,1100733822.7448802,12756173076.126902,3210855709.1063676,1279781362.5208235,1997270357.191642,917771670.7430257,2627743256.325543,2494671257.2767444,1999583922.699017,891029397.8906122,772558740.7044511,2216562593.8330517,429809816.3752789,1355471797.7051504,2419126278.629631,1702897470.1922073,440391170.8102612,1344405832.3888674,1266750672.2587583,1998437776.7566433,788294560.8602124,1115856314.2736025,973967083.5620753,3275022231.7282996,789135412.1703596,1265539729.483998,190274059438.36868,48570293539.56841 
