Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,306103005.40743434,4289565358.807453,20976174916.14414,86947657.28082034,7968288620.011113,124466598.89406414,6556866785.017167,123410436.2735197,1027436027.7263352,2876913486.9583573,3078281367.9477386,2054921958.7178948,4363706598.804764,49297681.19076591,2787783054.018729,158886689.28582656,3569844874.4939904,1436209191.9839785,2962933199.240017,151309103.3087831,3227584928.2186947,35215266.28169196,1910238394.4542587,144137381.84381533,8276811893.85312,387818856.73620456,2065682916.4178548,123060357.56104162,2905886934.7989573,112957500.45084988,1984385351.688006,211314074.70418167,2393918316.4184055,1700189885.977628,2030411183.8674538,226923491.93987712,10799861037489.865,154578683123.53897 
February,139530897.93059647,3944911970.013876,18813796009.08435,22391330.07268761,6854072451.198898,23288668.196076665,5621432539.056663,25462814.307230733,729157988.4914526,2609689904.139802,2611975761.6356974,1926146287.813405,3759869839.146381,98525901.51278603,2412706188.58807,212358352.84223074,3108242004.9137163,1415045787.515922,2458681860.6585135,282690402.6382775,2881305409.2951612,44036782.808159865,1696609626.190275,159083441.21647644,7940025892.498587,332250756.5576573,1705420551.8651578,199731908.55792534,2474832099.679366,192770473.73735142,1675999271.8665493,263725393.76316017,2039300180.5375469,1667191427.478954,1648803513.705539,385337856.54020965,9830924527835.602,123250763881.37715 
March,169218455.87514332,6073621065.43718,12966641978.416252,1337179936.506138,4240549521.0243716,591184731.5486445,3559838770.624255,579798695.707514,398418476.1995038,4542297607.334074,1490602732.1002696,3963918689.2270007,2402500395.0945497,724603370.2262892,1558148203.3037367,1241546910.3633575,2083730887.564144,3250551308.4352794,1566026831.1555738,1243258592.1732836,2201913855.3919907,337378599.7016462,1209799879.9926658,829202063.6044021,5728663435.895689,1291938046.4008014,1179984265.5798726,802512138.4229993,1518589317.235495,853164476.561991,1045257485.1495618,1230826120.6072042,1334465030.7678263,3423168982.946425,1015205080.8420125,1343362235.285101,10713774593683.666,172728417850.20013 
April,239086207.81917107,6445648391.731566,7446067378.778346,2923954023.688388,1892308018.764941,1005668734.5421643,1736882263.3685954,1043663282.4862266,244228032.9891032,4943099890.803748,751510352.4014807,4703563216.6095295,1133370884.6954937,1292096565.7324588,752644149.6530665,1997378631.8139772,1096109511.54357,3301060522.3263144,744370260.3688667,1896185455.702607,1105987498.6672828,581523478.081321,572693337.8675138,1352618792.1851773,3671800627.6799903,1329976792.8186367,561597601.3046812,1234247607.2050686,665874723.4273267,1382036782.9512634,472001487.3681009,1931156274.9122663,656371376.4191171,3352032843.293021,449918540.1576172,1947255367.9251149,9648996875512.045,140315516411.56763 
May,338632819.9156139,8196678705.277099,3373736487.537136,7094060802.2080765,579884451.0677202,3005281659.6569004,624078806.3059682,2901728219.475828,290654184.41199595,6866391262.705972,522968453.2536171,7226729880.84256,413637546.5376842,2846949468.4822106,280073761.27469766,3536628149.8612785,462580112.26950955,4343208059.752162,286567120.14236057,3327672462.018853,422103409.3462766,1531224911.6194954,213704372.09684336,2529128828.524194,1390041890.5303857,2534755392.470342,201760998.061079,2362759917.7213993,175287065.77964413,2753533772.821186,140568817.88781917,3293582793.884187,220192737.67825735,4184067247.7554517,148950546.54389417,3226328064.503708,8723990394599.721,77036073100.8332 
June,207867986.3062796,9139799212.275032,1109109632.5787163,9564015795.660975,254310679.41097414,4584073538.050591,275157845.92262465,4418563111.313784,184977171.92197922,8045463357.358583,307662440.4675039,8567321495.703293,125158544.50543135,3974745809.8442435,102337442.09197125,4230003592.246284,179283362.79151657,4896402890.543218,119832350.32648641,4018502092.9931254,62019657.83679482,2710976077.867986,54445775.210621186,3376221317.0844917,499879432.833415,3694075849.572992,62003105.007530846,3162313946.0818253,60520980.05459352,3800180599.9222507,66058789.38160043,3918803491.7578573,103596664.87418362,4662904960.89099,77986518.55230157,3853535615.439455,8041668962823.835,32694742436.597908 
July,188177611.9296022,9635716366.571682,528081647.3889565,11434565968.79773,211496939.74548706,6022468386.364737,259868060.0080023,5769927359.267555,171963338.68487146,8689385270.785084,214904902.11875165,9358599707.695683,69222082.96582574,4548178049.133328,69271836.73830941,4616451183.560697,107659020.61566313,5742753459.510558,78248061.68211313,4796215516.772049,41722498.626187555,3444971952.485063,47811862.585298784,3888580139.7132154,176394609.39418694,5308557216.074307,49672059.122097954,4103803843.514335,55454750.67077615,4285597768.020175,73395246.49161935,4261485341.9902997,95386729.57274005,5424515649.358789,77316928.52792874,4570455089.269272,8190880916655.453,16102766566.078531 
August,179300918.5582425,10063274718.510721,744361269.9394729,9641088714.21592,220297241.26560354,5147174222.801538,289256538.10147464,5364606042.676925,159760305.49198294,8676040689.642311,238550046.2188331,8918588306.912617,96161403.56518331,3897468898.6877646,93695565.20305377,4231180019.8251634,130116023.0272114,6105799971.063378,98903672.47849801,4034591075.577741,45609124.40630784,3345346123.476652,51172292.10386694,3943286554.339752,229754369.56173426,6022041173.276347,51841108.57042436,3760714117.3076715,64058932.91133269,3780078442.722593,83533858.2774286,3963195221.6541305,98774352.38146052,5909616378.939932,81385219.54054189,3905880529.672408,8557539974572.732,13682850641.001795 
September,168453536.70966443,8380888235.075641,2310689696.2637873,5518742860.270357,448005359.26568073,3086520081.295567,332733445.4913519,3514243331.0389547,168244513.5676177,6802409746.758367,344604370.34794563,6498793012.806369,308495764.2048522,2338551391.9668407,226343993.5923768,2584068838.3543625,303293409.1109529,4813924725.10504,223323809.125325,2478962096.023093,67108884.98957707,2282357015.7070785,61996031.422609806,2615076958.2189484,484055811.8735601,4703158248.196486,61311327.1692376,2518755359.374201,136421304.55088475,2387299455.7009516,126354916.73345165,2473996557.6943617,155087409.71520796,4796402111.198937,122720222.04007924,2477367600.71334,7934884068821.407,36769233841.382706 
October,296279465.6797286,7454470627.911607,6678985922.204916,2542409328.8035374,1748821333.705511,1533004295.9701643,1224731896.9035733,1933661352.5584292,371779415.38007826,5618279384.886922,938667507.3186005,4930986306.356719,1048334942.1349388,1243977521.8175805,695386317.9393692,1466292475.4171689,911190371.2875707,3732078208.7323527,718255768.0526834,1398186572.2402031,327549080.73555905,1424726032.411131,215502814.00341314,1653067921.0709488,1715891349.7696035,3334574351.8273864,225245252.50480196,1559421271.9310305,571246944.8140705,1383157964.1377792,417427219.9058563,1451626603.8651624,512991309.3388264,3859506722.4599996,418429394.285439,1482023821.9064827,8939381449408.95,92908953647.373 
