Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,25496476.672767065,14412670.29795282,25496476.672767065,5144101.601167609 
 01/01  02:00:00,,,27511565.039401438,13557724.513667818,27511565.039401434,8693144.610433634 
 01/01  03:00:00,,,25405405.815724827,13591712.666568777,25405405.815724824,6571464.6184617495 
 01/01  04:00:00,,,25772974.174053375,13466865.855553377,25772974.174053375,7000363.030086989 
 01/01  05:00:00,,,26320255.77029196,13841406.288599579,26320255.77029196,6801450.230636129 
 01/01  06:00:00,,,28811538.8969322,14715333.96570738,28811538.896932196,8406646.743645467 
 01/01  07:00:00,,,33047818.158383235,15909004.594944607,33047818.158383243,8642472.559564637 
 01/01  08:00:00,,,30021002.423687533,16180823.045712184,30021002.42368753,9573305.366309335 
 01/01  09:00:00,,,29426910.960592616,16839641.223803464,29426910.960592613,9128195.859635921 
 01/01  10:00:00,,,29912662.098834675,17215628.312673625,29912662.09883467,9224433.660529075 
 01/01  11:00:00,,,32080394.98441589,18500061.009022977,32080394.984415885,10104012.206838787 
 01/01  12:00:00,,,39999814.798945405,22565286.26932171,39999814.7989454,13696248.184837084 
 01/01  13:00:00,,,36883990.14146221,18625390.038646363,36883990.14146221,14238311.567182697 
 01/01  14:00:00,,,36271812.46265799,18374731.979399584,36271812.46265798,14425928.493530592 
 01/01  15:00:00,,,35892010.625540525,18124073.92015281,35892010.625540525,14287828.876003502 
 01/01  16:00:00,,,33793631.2067499,18124073.92015281,33793631.2067499,12196935.141756432 
 01/01  17:00:00,,,32367534.33118826,18171150.380749043,32367534.331188254,10845235.23254152 
 01/01  18:00:00,,,35009136.88362513,19064507.949670736,35009136.88362513,10119635.08880776 
 01/01  19:00:00,,,36026310.80886558,19051479.158404626,36026310.80886556,8678616.940494748 
 01/01  20:00:00,,,35674973.80804341,18800821.09915785,35674973.808043405,8181340.415402399 
 01/01  21:00:00,,,35551425.88655402,18550163.039911076,35551425.88655401,8349957.518839446 
 01/01  22:00:00,,,33634137.684900776,18299504.980664298,33634137.68490077,6920503.273000611 
 01/01  23:00:00,,,29535030.438201454,16654186.204557668,29535030.43820145,4786432.093807458 
 01/01  24:00:00,,,31825840.88653352,18556680.8110029,31825840.88653352,4803260.1040804 
 01/02  01:00:00,,,25178196.408831045,14138311.271079386,25178196.408831045,4780577.686219775 
 01/02  02:00:00,,,21392736.87398047,13557724.513667818,21392736.873980463,2619375.0917648487 
 01/02  03:00:00,,,20945548.72617389,13591712.666568777,20945548.726173885,2113433.490078511 
 01/02  04:00:00,,,21651998.15811978,13466865.855553377,21651998.15811978,2898960.9846428568 
 01/02  05:00:00,,,21495916.52468237,13841406.288599579,21495916.524682365,2000233.057468295 
 01/02  06:00:00,,,25930774.484707516,15346869.149969967,25930774.484707512,5197479.591837292 
 01/02  07:00:00,,,29690820.080936942,16638117.629429717,29690820.08093694,4939410.228264226 
 01/02  08:00:00,,,25309634.728749033,16394158.404690959,25309634.728749033,5046358.481063118 
 01/02  09:00:00,,,25265676.08503756,17168518.14376194,25265676.08503756,4995472.0556010045 
 01/02  10:00:00,,,25621253.92201505,17544505.232632104,25621253.922015045,4910274.500834191 
 01/02  11:00:00,,,27158743.097671025,19157827.897320107,27158743.097671017,4761572.88033904 
 01/02  12:00:00,,,32590156.469559874,23223053.15761884,32590156.469559878,5693323.650165801 
 01/02  13:00:00,,,28941636.646341026,19283156.926943492,28941636.646341026,5640823.0980047025 
 01/02  14:00:00,,,29544380.4233863,19032498.867696717,29544380.42338629,7058194.061480138 
 01/02  15:00:00,,,29969120.780512318,18781840.808449943,29969120.780512318,7716875.106294714 
 01/02  16:00:00,,,28600573.74358325,18781840.808449943,28600573.743583243,6367567.966979638 
 01/02  17:00:00,,,28433229.56642414,19157827.897320107,28433229.56642414,5941657.883227779 
 01/02  18:00:00,,,31210406.006556384,20164911.608930245,31210406.00655638,5231677.855037634 
 01/02  19:00:00,,,33668899.4058744,20603660.423394505,33668899.405874394,4791899.881399918 
 01/02  20:00:00,,,33839482.2941569,20353002.36414773,33839482.294156894,4843641.6888567135 
 01/02  21:00:00,,,33590062.55133285,20102344.30490095,33590062.55133285,4906234.971991033 
 01/02  22:00:00,,,33053673.401291315,19851686.245654177,33053673.40129131,4885506.857752906 
 01/02  23:00:00,,,29475094.509021748,16654186.204557668,29475094.509021748,4892139.7046402795 
 01/02  24:00:00,,,31782769.760318626,18556680.8110029,31782769.760318622,4918782.033915815 
 01/03  01:00:00,,,25105507.250461325,14138311.271079386,25105507.250461325,4889989.74160935 
 01/03  02:00:00,,,20721550.24504997,13557724.513667818,20721550.24504997,1995798.034046497 
 01/03  03:00:00,,,20690941.1154681,13591712.666568777,20690941.1154681,1872057.043923982 
 01/03  04:00:00,,,21300682.684868533,13466865.855553377,21300682.68486853,2561531.714798799 
 01/03  05:00:00,,,23229427.06740597,13841406.288599579,23229427.067405965,2098653.1357174404 
 01/03  06:00:00,,,27335832.08053007,15346869.149969967,27335832.08053007,5372404.768128532 
 01/03  07:00:00,,,30530522.42326971,16638117.629429717,30530522.423269704,5212625.029447229 
 01/03  08:00:00,,,25529035.441179004,16358126.407483764,25529035.441179004,5327181.779603273 
 01/03  09:00:00,,,25302849.30167316,17168518.14376194,25302849.301673155,5085517.514596127 
 01/03  10:00:00,,,25556310.14556305,17544505.232632104,25556310.14556305,4926161.523184046 
 01/03  11:00:00,,,27085708.904193062,19157827.897320107,27085708.904193062,4757810.489292719 
 01/03  12:00:00,,,32146433.627713062,23223053.15761884,32146433.627713054,5285641.783353622 
 01/03  13:00:00,,,28544386.37753047,19283156.926943492,28544386.377530463,5270592.836606621 
 01/03  14:00:00,,,29129169.79061375,19032498.867696717,29129169.790613748,6679763.54173377 
 01/03  15:00:00,,,29429794.121494837,18781840.808449943,29429794.121494826,7222619.434851569 
 01/03  16:00:00,,,28604211.950057123,18781840.808449943,28604211.950057123,6407565.817930381 
 01/03  17:00:00,,,28813592.62830816,19157827.897320107,28813592.62830816,6352803.106142079 
