Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,310670894.00297374,3008846149.2322993,0.0,22957964182.906105,0.0,0.0,27185267413.98431,62914866287.03268 
February,101223011.90532078,2954493767.451135,0.0,20674987434.48672,0.0,0.0,24813465554.577557,56084819435.45295 
March,78101123.90142395,2936452999.053582,0.0,22678163190.65374,0.0,0.0,27960575269.842815,61757499237.90709 
April,760685.24274167,4126657364.2208085,0.0,22446157330.583397,0.0,0.0,29848123829.917446,58333017304.76387 
May,629312.8845334998,4878049963.4597645,0.0,23361845711.8134,0.0,0.0,35448702770.37997,59279586574.25453 
June,2370029.4063891647,6345149260.397631,0.0,23197593729.336308,0.0,0.0,36710929037.70436,56423123350.92052 
July,1298416.1224688918,7595214842.646998,0.0,24123450842.05099,0.0,0.0,40702725670.32,57516853027.006256 
August,2309618.341674033,8048184519.254734,0.0,24706558240.386265,0.0,0.0,40597514129.33465,57289342834.074066 
September,1400732.4352288453,7279900607.859637,0.0,24047478463.878094,0.0,0.0,38527197152.38479,55657403492.412865 
October,472335.8692827455,6457973027.471299,0.0,24933892824.691257,0.0,0.0,35939962349.85605,58240671669.406265 
November,200866.72522500707,4784294792.011227,0.0,23600871620.041058,0.0,0.0,29930710255.27099,57332053229.74561 
December,2392449.59503575,3362858924.7485833,0.0,23434681572.30044,0.0,0.0,26882927136.711014,60451097961.02024 
