Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,14188.793606459512,20412718581.717365,10851729371.583158,1450680.5910310233,4458013833.015351,21668278.38773069,4274962880.6848717,50589264.271083854,23311004.605445053,16679839944.3137,984649386.0354308,12041501596.98139,7012655139.96946,482040247.296766,4321708803.859036,263628685.84692886,5757979814.049716,797004882.8862649,4550652940.703987,205194270.91480044,4398835991.075456,698749039.9759786,2648698729.489357,359961711.8364791,6607216490.883952,474697515.47061247,2820976526.6425915,292383044.4760454,4737600700.485667,722762795.8653423,2995589542.7694497,229495161.7861514,3784468130.441605,1031724618.807465,3079335778.3542266,283996796.1956453,197421183350.12735,80581101588.76653 
February,0.0,19095191715.2871,9905082791.976122,9583765.503096543,4002285016.0132065,22212160.8439443,3870893287.4600515,77607325.53092247,14690135.186450375,15491879907.422258,930776874.1137887,11086145868.510231,6737660971.99652,469922300.1728902,4171478662.8207946,238573195.53898495,5497181429.148198,738631892.9996004,4167613239.8322244,225241359.7126666,4556865676.700682,627979037.8967443,2757458099.176091,314781451.8167667,6615417719.124088,343830717.57088125,2717926220.7176676,298022155.72474116,4689065641.539401,671371618.4360987,2973186057.838057,210657615.5449815,3688508867.557348,925378609.1180177,2878377683.5770636,293827513.074754,182684321769.65466,82182399763.90363 
March,0.0,22411466532.00677,5908704661.837377,594947514.278827,2496752287.1511135,508114605.849124,2736873969.658127,378861864.63541514,3064868.8638661276,20344151885.33006,187572859.48432165,17740971354.68727,3352941385.7349114,1499165768.395733,2014873918.1842701,748517467.1373833,2700703299.063979,1808197183.9974544,2011351543.6852965,698194654.0833868,2042886178.2710898,1716436878.2600987,1127033177.1853807,842606882.5401715,3528331136.712004,1348709194.4141142,1088182473.5430255,788534263.8610983,1916350051.39699,1894857575.9284086,1164407981.656241,666312329.3485973,1463828972.469765,2102319526.020951,1125978901.8622494,813686912.9876369,159946776566.20654,48576203116.784996 
April,0.0,20490210032.472706,2256335477.0287967,1511241793.3409657,1060958060.6771735,1041320105.7848237,1323457650.8241246,733461976.1307813,0.0,20232194841.8807,0.0,19369242635.620365,563601149.2610238,2219674774.6284075,309857524.1026174,1073010527.0859529,426045762.5369692,2156975430.428463,294515760.11102086,1069858107.9047552,80761012.00078389,2654166576.5238037,19587232.792509627,1230800130.1822839,1044840830.3178643,1862295709.4964,6232130.867098607,1164437769.865907,69078860.82886131,2739791425.741452,35375233.364063784,995348641.1378998,33538876.30267218,2500972283.0707235,23288249.512553707,1216925186.5365465,121612434282.7207,18934531414.643417 
May,0.0,26483073635.94654,459092075.6310538,3836257820.636576,264734662.23270753,2294052765.1537995,563549793.3031272,1535879964.574992,0.0,25886589282.292976,0.0,24102550381.304485,0.0,3797084099.2567115,0.0,2746344410.2233663,0.0,3968838743.7856684,37569.52673186643,2730685863.044298,0.0,4324065243.399841,0.0,2475352070.8268743,135316067.96982086,3439108305.7901244,0.0,2364387880.798966,0.0,4297272486.533151,0.0,2633269887.647105,0.0,4175614279.35449,0.0,2786553428.4368305,139357713580.3246,11809839900.725662 
June,0.0,32517520310.61091,164435137.22898045,5599359392.455559,20504565.36538591,3690684135.8804545,131562694.51525004,2533714768.1980715,0.0,30082116369.115448,0.0,28508366193.555862,0.0,4994247224.446131,0.0,4037347454.8035965,0.0,5218628723.578839,0.0,3921083752.283982,0.0,5913409273.84065,0.0,3764313436.0568824,94003.48222824122,4788978138.13463,0.0,3564902494.8069434,0.0,5432489906.513482,0.0,3845269755.787963,0.0,5307446013.5342455,0.0,3901848644.1770306,151600100095.81207,11020103929.757471 
July,0.0,34134249366.88406,86972523.81084791,6910438750.35786,27538658.424019143,4761331980.681416,67822642.40713398,3282332447.938451,0.0,32263781432.34472,0.0,30521852424.486423,0.0,5816230736.4975605,0.0,4675467787.337773,0.0,6365194551.902039,0.0,5042912893.104357,0.0,6702161892.792646,0.0,4474041847.538519,0.0,6217819134.843033,0.0,4798108815.168491,0.0,6185045346.359663,0.0,4442045724.678868,0.0,6368942599.2966,0.0,4961073684.907514,161436434451.4179,10648287248.90502 
August,0.0,35437585587.36898,116809626.35029177,5834367907.25311,28312055.555330496,4180256762.649015,98581884.11547168,2992066695.2678037,0.0,32128922361.55621,0.0,30027904377.98131,0.0,5339543141.413879,0.0,4210457297.813263,0.0,6683585706.103586,0.0,4153053590.9186273,0.0,6594500968.555186,0.0,4375606929.922721,0.0,6698767394.904633,0.0,4270201421.319947,0.0,5822251613.132228,0.0,4045950463.568499,0.0,6809167098.595156,0.0,4173786942.608496,164438115215.8479,11051804551.453485 
September,0.0,28895736346.54565,297770987.2883226,3330709587.7847366,161843188.20666662,2708710233.299113,344437282.08986866,1903621690.4769926,0.0,26142652299.476692,0.0,23938211276.069717,0.0,3743601705.8894076,0.0,2421110067.2014856,0.0,4904202403.330399,0.0,2333706130.581823,0.0,5096301647.378961,0.0,2821290763.486653,15186387.55812802,5075681518.642013,0.0,2701743307.920176,0.0,4320634537.246124,0.0,2355647973.069473,0.0,5218685896.585824,0.0,2472091667.1453786,140180749482.7685,10522757049.089466 
October,0.0,23463165241.88848,1598237097.2518673,1289108575.7803082,781823138.8318818,1210963919.9129343,1024029842.2834429,810923503.7616059,0.0,22165729276.21775,490374.12147283973,19840227936.468414,332215724.5017462,2560250020.6781235,187647744.3743569,1249626556.3454669,229849741.95963192,3120437148.853434,204239314.27515313,1225542865.6910272,289202.9599646517,3705832128.8575406,0.0,1677436915.6879134,251527346.28846946,3274591345.3657026,0.0,1628726082.0089023,82476841.01328404,3168395951.7393785,44123713.37057067,1195648906.0190756,42910083.786155395,3564989496.76282,50840863.5282351,1403358656.4574988,131862537658.94287,12461223601.13021 
