Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,23870479.378210716,11875753.96910454,23870479.378210712,6300784.76231766 
 01/01  02:00:00,,,19140786.307400543,10976868.122852663,19140786.30740054,3028697.0720928935 
 01/01  03:00:00,,,19608937.427771654,10975649.216364183,19608937.427771654,3451093.643529254 
 01/01  04:00:00,,,19762937.077890586,10876079.555416983,19762937.077890586,3677137.7626498234 
 01/01  05:00:00,,,20209981.16240927,11174788.538258582,20209981.162409265,3430910.8511564145 
 01/01  06:00:00,,,23438332.616643395,11871776.164888982,23438332.616643395,6255766.966343865 
 01/01  07:00:00,,,27674511.155802123,13138199.51416194,27674511.155802123,6415929.542860277 
 01/01  08:00:00,,,27552506.952174906,13524467.682851346,27552506.952174902,6846767.539174299 
 01/01  09:00:00,,,24034531.753598448,14104723.815181827,24034531.753598444,6847449.428257587 
 01/01  10:00:00,,,23909564.24467665,14263692.062084636,23909564.24467665,6543243.795763632 
 01/01  11:00:00,,,25025288.980053406,15469718.123070369,25025288.980053402,6449073.003011581 
 01/01  12:00:00,,,29321147.586155783,19458819.03552409,29321147.58615578,6437254.231227696 
 01/01  13:00:00,,,25863259.80275654,15569672.370078752,25863259.802756533,6667605.76643811 
 01/01  14:00:00,,,25096954.066677697,15369763.87606198,25096954.066677693,6604054.881914981 
 01/01  15:00:00,,,24642894.237497382,15169855.382045211,24642894.237497374,6335427.869966956 
 01/01  16:00:00,,,24580309.35318601,15169855.382045211,24580309.353186008,6286976.532260427 
 01/01  17:00:00,,,26807488.255285572,15719078.008550385,26807488.25528557,6441821.705678524 
 01/01  18:00:00,,,30889596.54528814,16340474.226810114,30889596.545288138,6606487.749435173 
 01/01  19:00:00,,,30860645.915080376,16140565.732793346,30860645.915080372,6783510.342777136 
 01/01  20:00:00,,,31043959.993835278,15940657.238776578,31043959.993835278,6789020.835692778 
 01/01  21:00:00,,,30807840.28235347,15740748.744759811,30807840.28235347,6777816.800389871 
 01/01  22:00:00,,,30419706.975189615,15540840.250743045,30419706.975189608,6794051.870238377 
 01/01  23:00:00,,,28425785.45596327,14084177.858593762,28425785.455963258,6551600.270306072 
 01/01  24:00:00,,,30911443.559143543,16059483.37501275,30911443.559143543,6593455.46995252 
 01/02  01:00:00,,,24003454.89320256,11581534.379161809,24003454.89320255,6339353.466706129 
 01/02  02:00:00,,,19119305.083145186,10976868.122852663,19119305.083145186,3010257.5590834585 
