Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,42330426.89642481,27558307.507600307,42330426.8964248,9120411.198770229 
 01/01  02:00:00,,,35394570.07312568,26381815.139409963,35394570.073125675,3863795.772694162 
 01/01  03:00:00,,,35051084.42778008,26512757.09961498,35051084.42778007,3331787.5088362484 
 01/01  04:00:00,,,35942201.91303022,26263063.47758418,35942201.91303022,4422014.531782915 
 01/01  05:00:00,,,35952538.6372952,27012144.343676582,35952538.637295194,3311605.4823239045 
 01/01  06:00:00,,,43423809.27300214,28759999.697892178,43423809.27300214,9333919.700988239 
 01/01  07:00:00,,,48128139.71592784,30363716.0171621,48128139.71592783,9693979.800153552 
 01/01  08:00:00,,,48965708.63330155,31132546.48394193,48965708.63330155,9887003.334918149 
 01/01  09:00:00,,,46090700.431566656,32391476.409175158,46090700.431566656,9854068.843048602 
 01/01  10:00:00,,,45466627.95214331,32734396.385118976,45466627.95214331,9694886.512809727 
 01/01  11:00:00,,,47216318.10960987,34781618.26810043,47216318.109609865,9396690.84320288 
 01/01  12:00:00,,,51876580.30531341,39222830.61726933,51876580.305313416,9288992.829290505 
 01/01  13:00:00,,,47998876.16106154,35032276.32734721,47998876.16106154,9414070.736029696 
 01/01  14:00:00,,,46916999.70272012,34530960.208853655,46916999.70272011,9332488.883742409 
 01/01  15:00:00,,,45979430.58387664,34029644.090360105,45979430.58387663,8881582.330439813 
 01/01  16:00:00,,,45817199.03103716,34029644.090360105,45817199.03103716,8734079.216564601 
 01/01  17:00:00,,,50735879.4942452,35483848.72720404,50735879.4942452,9032564.48075407 
 01/01  18:00:00,,,52976839.226802476,35776615.530412346,52976839.22680248,9333904.000349525 
 01/01  19:00:00,,,52622765.30728947,35275299.41191879,52622765.30728947,9481603.666691292 
 01/01  20:00:00,,,52535984.10152208,34773983.29342524,52535984.10152208,9518185.74660807 
 01/01  21:00:00,,,52035159.86086513,34272667.17493168,52035159.86086513,9542703.473024784 
 01/01  22:00:00,,,51399837.74096373,33771351.05643813,51399837.74096373,9608667.678170932 
 01/01  23:00:00,,,48017306.2125032,30886507.36322191,48017306.2125032,9391879.01285179 
 01/01  24:00:00,,,49349938.263952,31813887.94440919,49349938.263952,9316647.77571426 
 01/02  01:00:00,,,42106122.950559616,27228160.382217612,42106122.95055961,8835081.006761767 
 01/02  02:00:00,,,35344956.99199437,26381815.139409963,35344956.991994366,3811938.618472815 
 01/02  03:00:00,,,35064912.02588514,26512757.09961498,35064912.02588514,3342297.345370844 
 01/02  04:00:00,,,35939039.53328012,26263063.47758418,35939039.53328011,4411899.234732952 
 01/02  05:00:00,,,36263595.9517836,27012144.343676582,36263595.9517836,3617716.962461668 
 01/02  06:00:00,,,43628424.27529044,29583276.606098387,43628424.27529043,8714949.76225269 
 01/02  07:00:00,,,48105010.360447966,31260184.982828695,48105010.36044796,8765834.311049672 
 01/02  08:00:00,,,49078928.547336474,31761501.10132224,49078928.547336474,9362597.863079883 
 01/02  09:00:00,,,46111701.49942405,32853089.586835995,46111701.49942405,9405067.91939664 
 01/02  10:00:00,,,45382156.76966365,33131341.434914015,45382156.76966363,9205186.208953843 
 01/02  11:00:00,,,47195920.52519816,35575524.427235365,47195920.52519816,8565973.623920774 
 01/02  12:00:00,,,52078836.48717301,40016736.77640426,52078836.487173006,8692119.086690433 
 01/02  13:00:00,,,48397515.438931346,35826182.486482136,48397515.43893134,8992817.15147236 
 01/02  14:00:00,,,47132510.23298396,35324866.36798859,47132510.232983954,8737363.84511568 
 01/02  15:00:00,,,46235668.92068179,34823550.24949503,46235668.92068179,8326792.449427147 
 01/02  16:00:00,,,46075720.17830612,34823550.24949503,46075720.17830611,8181580.288557364 
 01/02  17:00:00,,,51991004.51944492,37345415.2592861,51991004.51944491,8401802.101202557 
 01/02  18:00:00,,,54352011.633299075,37663512.83993835,54352011.633299075,8797917.030182352 
 01/02  19:00:00,,,54193102.5957809,37162196.7214448,54193102.5957809,9140585.55436052 
 01/02  20:00:00,,,54062113.84389525,36660880.60295124,54062113.84389524,9132994.17583445 
 01/02  21:00:00,,,53469329.769899346,36159564.484457694,53469329.769899346,9065805.938135935 
 01/02  22:00:00,,,52458347.02586889,35658248.36596414,52458347.02586889,8756410.539633397 
 01/02  23:00:00,,,47100787.5955039,30886507.36322191,47100787.59550389,8474558.05012268 
 01/02  24:00:00,,,48389542.41530743,31813887.94440919,48389542.41530743,8356087.845518913 
 01/03  01:00:00,,,41306297.44297461,27228160.382217612,41306297.44297461,8034752.812305184 
 01/03  02:00:00,,,35018744.0441127,26381815.139409963,35018744.04411269,3477475.376188354 
 01/03  03:00:00,,,34772368.85802956,26512757.09961498,34772368.85802956,3040387.8667812347 
 01/03  04:00:00,,,34740631.63312967,26263063.47758418,34740631.633129664,3188457.380447912 
 01/03  05:00:00,,,37806355.64471083,27012144.343676582,37806355.644710824,3486988.7907130504 
 01/03  06:00:00,,,44372487.49471977,29583276.606098387,44372487.494719766,8139287.323845284 
 01/03  07:00:00,,,47985661.39077593,31260184.982828695,47985661.39077592,8039998.202178109 
 01/03  08:00:00,,,48202098.02688213,31761501.10132224,48202098.02688212,8484420.174176099 
 01/03  09:00:00,,,45598844.27591557,32997128.393691264,45598844.27591556,8747133.389720336 
 01/03  10:00:00,,,45207634.568473116,33131341.434914015,45207634.5684731,9030652.257249737 
 01/03  11:00:00,,,47441479.371736124,35575524.427235365,47441479.37173612,8812132.806377156 
 01/03  12:00:00,,,52717850.895405546,40016736.77640426,52717850.895405546,9331230.471048955 
 01/03  13:00:00,,,48811017.37062723,35826182.486482136,48811017.370627224,9409460.54483468 
 01/03  14:00:00,,,47784448.89023182,35324866.36798859,47784448.8902318,9390388.256727679 
 01/03  15:00:00,,,47307846.91637458,34823550.24949503,47307846.916374564,9398143.029430434 
 01/03  16:00:00,,,46969056.298607714,34823550.24949503,46969056.2986077,9076955.717852596 
 01/03  17:00:00,,,52687945.79509381,37144376.28756848,52687945.79509381,9301008.811105696 
 01/03  18:00:00,,,55058693.814847246,37663512.83993835,55058693.814847246,9505598.316858679 
 01/03  19:00:00,,,54567028.93254191,37162196.7214448,54567028.93254191,9515870.484884214 
 01/03  20:00:00,,,54082707.88802139,36660880.60295124,54082707.88802139,9533357.816277258 
 01/03  21:00:00,,,53595678.94535705,36159564.484457694,53595678.94535705,9547779.337286863 
 01/03  22:00:00,,,53035286.96177623,35658248.36596414,53035286.96177624,9606456.58633392 
 01/03  23:00:00,,,48309501.40828164,30886507.36322191,48309501.40828163,9683855.499065377 
 01/03  24:00:00,,,49709386.027029835,31813887.94440919,49709386.027029835,9676123.538043171 
