Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,17069015961.38522,122292066.96358274,6456019274.838506,88955764.08633009,7415865901.30374,53154138.58220012,7536864836.128358,56096669.66751931,7705602187.577151,53991901.92415437,14838615755.095856,85173625.94644527,7867832013.336597,48440038.31466755,7904914098.867523,44085019.15008251,8376434989.034386,23958323.654344805,13798153428.419855,0.0,89667282526.51147,519914264669.0841 
February,11003225971.530664,715670290.8688294,3879733943.2258534,410823112.9023675,4671257621.386744,335914359.728383,4794265385.698916,320917734.5198853,4915953850.062056,309049474.3535731,9492387107.797676,545525485.8688037,5034697140.392139,281576641.8048972,5069928980.888488,267504052.38739973,5420715435.981112,224597841.077869,9593926538.96559,56548109.707135625,79315175800.64912,358779901969.8659 
March,6825906458.931742,1512232220.5747378,2084901828.4856484,730934304.2415013,2649491215.702333,610050596.4341667,2817091982.6453733,600986984.0916662,2914567342.414562,555953849.6345111,5681072456.348373,1020345693.4383187,3040458215.67396,519536828.7475783,3092067871.4131255,496429999.4598718,3456308853.633101,425758737.3063127,6750471897.930444,106837522.21708944,86567122539.40433,275092026159.47375 
April,2880049072.854361,4501893800.270303,695071757.1985354,2028299881.2095876,976467689.6836929,1838513222.024288,1107642912.529431,1772623675.516351,1200877105.938933,1703721236.4242203,2437170785.225657,3217134140.147791,1294891617.4875882,1612519846.7414072,1307294763.2327003,1574490168.9554849,1511289645.7530415,1453738044.6734502,3422465560.961325,1005885403.7262851,80238501057.67,127475042953.81247 
May,611019468.2035384,7959617193.227824,57915356.97373396,3702430238.3277674,112731988.05345392,3262396243.980517,152278603.7737368,3159367003.764422,181256066.73896882,3081532258.580058,395653411.22211957,5609955614.384884,202167305.32335252,2854646607.3538365,209682119.44281104,2786820335.4547234,288096227.34699476,2601065486.577494,953601387.2171512,2136442843.1636713,82450764074.0999,23705345904.528637 
June,50749640.85390451,10638506913.148521,21177064.386573073,5315187507.321522,20000068.735504583,4502494752.129689,20763632.552396487,4425089270.021013,22111258.829309143,4365439794.0460415,42687329.66150736,7958631508.134046,23417072.9288206,4068507890.800281,24246930.944185663,3979959323.7787046,27266072.713458873,3735113341.375416,32881324.534888487,3466926343.7326093,84879427438.36435,146740184.58755222 
July,27636285.90836763,13062790692.99813,9168757.597978638,6750835526.08296,7257231.3860055655,5529295103.684216,7937205.335195137,5444994997.672357,8971269.441125663,5373634180.158152,18267336.234526232,9937517931.76506,9417082.225691218,5115245576.301755,10246051.452436034,5041727119.812009,14152839.330703467,4841273074.91296,24462301.670106377,4660785942.260877,96700520312.15012,184716755.03259355 
August,38122825.00543166,13064142643.84836,15667342.838492546,6518366283.385918,15012603.167980043,5529425516.306387,16144921.777102955,5451781213.384156,16784462.178083718,5391521351.842353,31035257.062708758,9909220211.036942,17145517.284479983,5092928049.722481,17707469.268043775,5023729549.183224,20748071.69119875,4841759990.006372,25394231.863279458,4734362028.243483,96094751737.59605,1099147.9295774256 
September,91476378.73488668,9861767094.771713,32554635.40635128,4404213191.146846,33801521.642976396,3962910244.1861362,35900688.902021974,3848330754.036578,37473919.2761223,3772184839.301841,66624029.7930136,6816563920.5685625,36136422.831596136,3497249408.8084955,36920072.99905349,3423251020.271993,43692640.35464863,3239009692.29515,210889494.498489,2913855703.6856117,81716064585.37907,11314727549.82505 
October,1366869574.0436149,5945542769.238787,229313290.9293924,2636824799.167972,467412055.4065388,2322810274.5787086,577563346.314618,2219873169.751261,634238992.5218694,2138453335.3703194,1298931353.720016,3923000970.787364,696801926.2212762,1987315396.4381888,709574493.9538275,1940636661.5128953,848995228.4134785,1806277109.209769,2066990321.0150702,1376381106.5697372,84090933457.88211,100071614271.19124 
November,5646474999.629993,1773121991.4931264,1880167693.3739002,815765974.5559916,2548419290.260522,696140264.9464903,2689498937.6930404,675037892.2176863,2786173743.3443003,635778683.7593856,5467925425.344958,1150146193.2758868,2912026037.8232617,583977816.1350096,2937235391.380724,573445734.1565495,3167065382.418587,502630508.3995424,5727854415.908017,244660971.00355604,83766750178.80545,235705629720.12628 
December,13469771132.044235,249365006.81544438,5061470753.442402,158072937.37126082,5922550089.065132,109355556.22705399,6025401753.562001,96798903.89563033,6161075107.391315,82948722.25078005,11940945007.173368,137763240.57043868,6325341472.658097,68781416.47401506,6368826675.261314,70569318.18436366,6776024446.432637,46426700.63965352,11550246484.031551,4260.012837147951,88766662574.02533,433833586497.47565 
