Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,1118876.435591185,18293846140.617912,9828780374.237045,0.0,3626304938.9430075,179791.28447654302,2609724964.2434893,133814417.05682753,190206256.78800836,9946812690.271523,3088305401.429158,6475152923.930895,8188977232.526532,68188375.56070863,4944461408.679672,108141965.28134948,6550501193.226752,711630936.1152892,5237118660.584484,114658273.49681179,5787416202.3784075,125928287.32531475,3402457199.9933763,149503918.12043113,7679046552.41704,225397175.2725451,3660912757.3250256,138497673.76944122,5837630587.8288145,160053006.86464563,3574393587.4062195,144581436.8944613,4545005855.757152,898852961.2912558,3733379853.230757,176803828.04578245,233147623182.19083,47973631655.89924 
February,227002.37303498806,17050707284.166885,8992166531.254578,1532695.5258165412,3268706746.5528665,49302.488035309456,2301726870.138018,165276311.14108282,148790967.96553493,9021451615.136173,2927333653.522405,6022264388.414278,7623734906.613746,103447648.53190272,4650719272.700004,137721367.51086608,6144575714.508671,714057446.264709,4690486344.538441,187741228.04495516,5715507357.608792,119574430.99445067,3385309295.1383195,137699046.0822355,7555005209.04339,133853032.59401248,3392862384.0793443,181731008.60277858,5540705191.888539,210194571.86924165,3399468783.635927,156396021.36798793,4313199515.688118,885388061.1779699,3369606799.1523957,260519605.43060118,220843435573.81573,44920900828.81238 
March,0.0,18943654603.21342,5509995689.254067,420982544.62965506,1853159164.5734026,204153004.94967023,1663216754.338728,217188247.7739367,15256641.255565038,13980843787.04071,894040840.9221834,10833074447.517187,4189029217.423998,790546526.617775,2459553759.261265,786850828.0310935,3331747977.148469,1938311485.5138464,2491196133.4255643,770782253.4624419,3135233979.1975403,858334539.9768419,1680824106.1330478,708538389.8044106,4550016666.585611,918010727.545285,1661919278.7798853,673298697.9282713,2729303057.966615,1031374584.2431179,1610093595.0842857,739918077.6865991,2084156999.2038128,2114980694.9790213,1596551065.452088,861905793.2879243,169186928122.15674,42239419132.75667 
April,0.0,17254176398.95326,2388910241.336661,1047337477.0935395,727799034.358521,469099956.1037891,843273133.2939333,379081378.3702543,0.0,14590535869.64215,7806406.5870009605,13237187211.579739,1223768018.8586109,1385386121.5698504,682625837.7765386,1183942465.2538698,1000677931.1833692,2195987951.022366,686833369.1289028,1343542451.0481744,556393725.5793674,1650576083.7057374,201210836.68990847,1076882505.8247662,1843730262.9080985,1302200039.6966186,193216906.86478737,1117716943.118208,429671116.83532304,1750119155.8133454,232017192.09857932,1213566282.117959,305586770.5170621,2387820801.5744314,217050468.75658098,1440872561.5025086,110403684234.11523,27718316774.776703 
May,0.0,23144215289.305637,535129069.8268149,3398671411.2277,193506011.4617875,1557771801.1406322,193018074.05124876,1438075287.8565137,0.0,17717981718.863564,0.0,16728043018.4116,37306840.15102875,3174597248.632412,17975095.316325348,3375464245.83414,30532940.284060743,4398227528.63081,23762253.202315003,3383477363.167602,1425335.4365601232,3220667887.222043,0.0,2709787962.429802,425474949.913428,3068825256.8500214,97974.0197929614,2675469788.860104,0.0,3387568711.576511,0.0,3341132609.27065,0.0,4407190760.079705,0.0,3362839362.4024053,115401984676.46356,13015622856.079792 
June,0.0,26938757450.946224,234883390.53686637,5142226784.846114,28308565.723968755,2835865395.078201,36286640.58420533,2453525744.9405127,0.0,21679723007.88333,0.0,20344679045.44007,0.0,4912195922.387305,0.0,4805258052.848338,0.0,5848140639.368945,0.0,4707057017.475864,0.0,4439983612.730692,0.0,4128159173.404238,70688429.76888414,4472308016.129377,0.0,3980053153.216555,0.0,5016138268.378327,0.0,4671313026.1554985,0.0,5754232249.619459,0.0,4644192616.626472,127307559611.98451,11063349803.520416 
July,0.0,27810720233.920563,148616706.83269826,6440825589.520093,25160434.361687798,3765256304.5144367,23895724.549570873,3231050036.483436,0.0,23544788992.49059,0.0,22640615793.77466,0.0,6011902683.003648,0.0,5557110526.728029,0.0,7267598058.337537,0.0,5964198045.095456,0.0,5430190944.41608,0.0,4971454742.535322,3117641.2141420236,6426124190.879168,0.0,5380445375.999247,0.0,5944551953.5633545,0.0,5329029359.927966,0.0,7029515692.507878,0.0,5802878250.399344,139208496674.39975,10689450386.341543 
August,0.0,29031264121.29014,207130795.683547,5337872965.069374,28353682.71727259,3251683998.1293454,31265962.622946735,3019457150.015176,0.0,23171432259.382786,0.0,21731025846.57894,0.0,5113204130.429088,0.0,4941584054.195536,0.0,7434123607.672066,0.0,4892967891.844332,0.0,5162485525.447597,0.0,4786886646.193222,0.0,6947792933.825125,0.0,4710220977.66242,0.0,5270593064.910405,0.0,4830365114.235144,0.0,7381401191.247034,0.0,4866380887.468042,139685003552.85306,11086763553.630693 
September,0.0,24370737929.000942,404129434.6936516,2831929456.887572,147737920.03746286,1880237173.3543377,143833941.90475467,1760848565.5960789,0.0,18472598409.144047,0.0,16613791755.889145,41202586.0735613,3089908183.750802,22806167.808104448,2807409845.4800515,31499592.76644116,5339128825.47853,23202941.284145664,2776208504.1871033,0.0,3865116643.626157,0.0,3018083768.5091343,87793655.22355796,5192202347.263631,0.0,2962181685.0989957,0.0,3459102334.045387,0.0,2826697079.2950897,0.0,5515881022.6519785,0.0,2881804492.658778,116478858505.2314,10791493818.67887 
October,0.0,20381929737.9108,1824809320.090661,974545257.8236465,614965841.935496,645039554.3788456,628968276.359904,619219942.8091663,0.0,14916498549.546906,69576469.42860267,13242958362.130552,739078831.2344463,1676008306.3648899,430512886.17972,1262312572.0040371,543567132.1438766,3199844323.378663,457427236.36010355,1326563285.0118055,79231913.82313587,2723751028.912391,33274384.191547945,1629466215.8477333,640461652.5424453,3239545506.9697256,42696884.30361137,1654911187.5724368,212338049.09734678,2132714832.0437229,121533819.60937893,1325271789.603007,137420167.88286486,3559707608.552461,130464305.13579172,1488448226.3624678,113055033694.46333,18097129306.65449 
