Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,25917972.069222756,14412670.29795282,25917972.069222752,5884381.707677211 
 01/01  02:00:00,,,20262590.60457451,13557724.513667818,20262590.60457451,1590318.8519925112 
 01/01  03:00:00,,,20696712.70522193,13591712.666568777,20696712.705221925,1920923.5637483215 
 01/01  04:00:00,,,20430184.87617787,13466865.855553377,20430184.87617787,1750246.52382852 
 01/01  05:00:00,,,21416873.349499837,13841406.288599579,21416873.349499837,1966876.573574128 
 01/01  06:00:00,,,25769248.55337656,14715333.96570738,25769248.55337656,5807288.663112877 
 01/01  07:00:00,,,29873427.457419563,15909004.594944607,29873427.457419563,5921619.999349534 
 01/01  08:00:00,,,29647764.40945693,16329596.119960107,29647764.409456927,6214363.756456395 
 01/01  09:00:00,,,26199400.171052884,16969839.43418095,26199400.171052877,6223969.651443414 
 01/01  10:00:00,,,26214964.90403478,17215628.312673625,26214964.904034775,5973976.293932861 
 01/01  11:00:00,,,27442862.73325494,18500061.009022977,27442862.73325494,5912352.385127955 
 01/01  12:00:00,,,31778015.816789985,22565286.26932171,31778015.81678998,5855509.360667251 
 01/01  13:00:00,,,28144292.1114189,18625390.038646363,28144292.111418888,5984246.284212554 
 01/01  14:00:00,,,27354358.303638507,18374731.979399584,27354358.3036385,5932775.296885916 
 01/01  15:00:00,,,26962528.660913415,18124073.92015281,26962528.660913408,5777267.959991442 
 01/01  16:00:00,,,26955870.438880976,18124073.92015281,26955870.438880973,5784779.404334809 
 01/01  17:00:00,,,29182281.42086832,18727915.520368457,29182281.420868307,5884118.328438959 
 01/01  18:00:00,,,33153590.066008303,19302137.2176514,33153590.066008303,5985126.905940515 
 01/01  19:00:00,,,33028168.08964365,19051479.158404626,33028168.089643642,6116371.488777455 
 01/01  20:00:00,,,33239511.6051714,18800821.09915785,33239511.6051714,6208181.360810125 
 01/01  21:00:00,,,33039724.77006565,18550163.039911076,33039724.770065647,6285488.78003731 
 01/01  22:00:00,,,32402224.707243193,18299504.980664298,32402224.70724319,6101211.674475037 
 01/01  23:00:00,,,30357892.576156903,16654186.204557668,30357892.5761569,5986429.780719394 
 01/01  24:00:00,,,32779307.925507713,18556680.8110029,32779307.925507717,6033339.58281862 
