Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,21609054.842915498,13408227114.559797,9759475.907271342,7119631583.888666,9050002.423551094,5897439523.066522,10534125.764596986,5796172312.273861,11128756.7155215,5717972538.646446,16584693.316078192,10761248313.837187,9257069.494245658,5566535378.900603,10219371.628199406,5484942132.772215,12907046.757564418,5268490719.371919,45343554.29186981,4760692220.601407,102169153027.47073,694291773.2435317 
February,12824996.015061239,12588110997.477093,7662160.59329454,6680986139.651642,4879328.0569462655,5542291875.459081,5273500.703920909,5469102365.531003,5735520.485715433,5384751168.567985,12036186.499732733,10217837573.939655,6495736.398823455,5283396013.768913,6644861.178250528,5209872809.632995,6814116.50077534,4996634478.8253565,13868720.323353555,4542480221.579258,93965363867.18492,3816335.2022544877 
March,22665479.7166507,13119285848.907782,10937680.280412259,7050267601.923164,9563146.699781546,5876233073.608554,10223140.997130955,5793574637.502154,10302652.883817336,5704886313.458101,18461468.463010225,10820555815.929388,9805477.814393098,5587572151.330905,9401830.839739066,5518723650.001239,11562078.1075983,5265238503.52702,16259044.386369484,4716174483.196819,104211002027.93837,103019845.57890402 
April,12728334.93801801,14318567669.41082,7298441.132100348,7508284340.173348,4581212.621952367,6237161624.189527,5183930.706620512,6147570036.229138,6013046.689117467,6052682794.485447,11357308.539166708,11458413017.56566,5669085.395238622,5949540698.640643,6006367.578992029,5885254133.099757,7166343.629203483,5704538218.076956,9905366.197448399,5406351588.523235,108045714683.52518,0.0 
May,9508241.77855619,15284030849.699345,6062989.4913628865,7992901101.709511,4453417.00328421,6671678915.283103,4423456.84099653,6566266837.051544,5437994.652286577,6483030827.058599,7970989.158656639,12267516365.388834,4569914.274208065,6362135178.645516,4776102.266354786,6309770223.932295,4289075.042272231,6139598324.125847,6543320.270790113,6026541307.791742,122527862602.26448,0.0 
June,3336994.9988254895,16679596127.879751,5965183.945141458,8508551917.017374,2437840.4431411815,7223656613.777119,2465464.9178654035,7118322742.499931,3319984.0310661527,7039953412.1354065,4183039.2756629963,13325800128.937029,2127686.201780779,6925633741.178732,2027917.7538199623,6863955362.932635,1858812.7106820354,6745841682.838304,3683306.4250425594,7003728126.774812,128188419775.24057,0.0 
July,4622878.048199527,18412987897.66277,5883726.24862658,9209479403.932941,1924753.6618125127,7759500395.916369,1604159.7101099507,7637495494.288017,1434128.731243615,7548428644.352463,4847060.376742581,14311543747.288147,2379427.341744155,7427177808.925147,2186203.357529515,7368510941.630694,2409780.007824906,7280771762.914433,3088589.4906112063,7827388695.724021,138914020289.81253,0.0 
August,2467718.3137171566,19239449544.715874,7585312.927566547,9481124177.494656,2879316.1305160346,8164960765.327125,2620932.4958601794,8051168998.735361,2905358.5593863158,7958848706.588557,3328961.829660537,15138827609.352348,1483483.6961443643,7850578966.469709,1289413.1764453016,7784615010.126842,2422813.1611676123,7714097687.192609,2760608.5820824816,8422176032.469349,140015055383.9238,0.0 
September,3627926.9179300074,18495866511.736927,7087934.516567957,9153232601.662273,1909164.1039169144,7773470500.764957,2090157.4464539774,7655216105.633473,2085607.577068438,7567049367.868844,3620004.5987963737,14379848164.287674,2282961.2996387137,7448742577.853776,2532085.7193604475,7390428569.956799,2416104.6718952144,7324610578.296735,3504669.4610281787,7990666888.671467,132949977620.64352,0.0 
October,5072092.845353034,18618460598.955627,6393024.799279572,9238147515.389149,3217248.090761808,7795119905.738226,3376884.869532905,7684412757.990777,3514371.6957849558,7592709899.84259,6598185.862900607,14444665999.767782,3460794.557282258,7477568907.642033,3790981.3142574383,7415274921.804977,3298711.3059000173,7344252958.431982,2957747.798650555,7879412989.682945,126915956934.903,0.0 
