Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,19017369.62623129,8014054.713743956,19017369.62623129,5134777.418129466 
 01/01  02:00:00,,,19832577.710766412,7092928.719999385,19832577.71076641,7532118.876800384 
 01/01  03:00:00,,,18552321.65187838,7045065.972354781,18552321.65187838,6322825.391983652 
 01/01  04:00:00,,,20133019.404689416,6983474.7260773815,20133019.404689416,7944340.227683342 
 01/01  05:00:00,,,20071858.066113785,7168248.4649095815,20071858.06611378,7297585.434245111 
 01/01  06:00:00,,,20339728.678804394,7599387.188851382,20339728.67880439,7108999.715611335 
 01/01  07:00:00,,,24879070.567425665,8912579.405869558,24879070.56742566,7505727.436714733 
 01/01  08:00:00,,,22806371.60218541,9065270.605714802,22806371.60218541,9509904.813301621 
 01/01  09:00:00,,,22051777.147318438,9566666.202343782,22051777.147318438,9062852.479872588 
 01/01  10:00:00,,,21891864.73543352,9752153.626486868,21891864.73543352,8703816.035287471 
 01/01  11:00:00,,,24033335.755917467,10809849.573967863,24033335.755917467,9783822.82320904 
 01/01  12:00:00,,,32712761.34290036,14684575.16953952,32712761.342900347,14323190.609188473 
 01/01  13:00:00,,,30164630.050610535,10871678.71534889,30164630.05061053,15322007.657152392 
 01/01  14:00:00,,,29770916.483210895,10748020.432586834,29770916.48321089,15590813.219916962 
 01/01  15:00:00,,,29350816.07834574,10624362.149824778,29350816.078345727,15285963.268157836 
 01/01  16:00:00,,,26667962.356478497,10624362.149824778,26667962.356478497,12609596.28357449 
 01/01  17:00:00,,,24708657.219345145,10435555.006574865,24708657.21934514,10960096.04973656 
 01/01  18:00:00,,,27449171.493142296,11466352.201484509,27449171.493142292,10196031.29106313 
 01/01  19:00:00,,,28653897.538415562,11616881.53562322,28653897.53841556,8779345.586240381 
 01/01  20:00:00,,,28622078.73745366,11493223.252861168,28622078.737453654,8479549.975992331 
 01/01  21:00:00,,,28856199.73011616,11369564.97009911,28856199.73011615,8879835.856543522 
 01/01  22:00:00,,,26311259.851589974,11245906.687337054,26311259.85158997,6692826.178177865 
 01/01  23:00:00,,,23241238.6372436,10097711.138412258,23241238.6372436,5108873.765244213 
 01/01  24:00:00,,,25807923.016666815,12232445.175966572,25807923.016666807,5173255.269618185 
 01/02  01:00:00,,,19054486.098791506,7702503.621197686,19054486.098791502,5164535.521520824 
 01/02  02:00:00,,,14138294.638499241,7092928.719999385,14138294.63849924,1882779.7703682631 
