Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,18477314683.400856,18906452.86274262,7079670505.849832,41963550.03304513,7969921806.692946,18212534.270442743,8052483889.784758,15289847.091448188,8210317783.018513,17119581.195963595,15633362159.866987,33397774.549008846,8269407631.91117,13871919.830380343,8309280546.716528,16063085.564908251,8783507404.74887,12306505.375224916,14291958004.028658,0.0,76468723476.29822,489267341091.6391 
February,12112949629.423758,395997581.3272378,4371276901.172842,248674144.47057903,5079576197.466232,198501459.09690925,5168487976.884067,193153493.0287637,5289357696.862298,184448683.9585389,10081841705.01883,343864013.71430486,5330748116.939061,181480054.90278926,5377978679.289703,177872471.89102688,5770469994.617155,147700713.05424383,10091737639.896494,27069573.837328378,67574122235.32567,340231117387.68036 
March,7782735552.291461,884429506.7067546,2542360463.4783835,478761963.8882503,3148829836.0217485,394164795.1046097,3253805438.464479,374711191.3574016,3363837911.9453316,348032533.17101187,6387422128.6454935,670717922.6835347,3399617354.860777,342681248.0782615,3448150774.4294086,341577826.55081016,3763716709.2789745,275635035.849382,7238662911.653849,52098394.07177721,73619811679.79884,264377947926.0328 
April,3374141210.970633,3351507068.1482387,889363368.9419959,1527976138.612278,1207445565.6823936,1363444021.6445794,1300324037.1058805,1320342778.628134,1384497960.4101171,1268771049.3774083,2737633684.3912106,2501833252.8928785,1438212541.5440266,1248444921.4121091,1463505216.8441665,1222470886.189772,1638565750.7096803,1113088019.7224913,3626829837.137142,752597762.1245813,68116079975.21813,125717445544.19719 
May,761006055.2214192,6418527609.80845,84127373.02937439,2919052763.7618856,163785219.0978647,2623409432.353283,199295943.16494745,2543575010.56043,231296820.3581496,2477991993.1992064,487693654.3271896,4617208590.818116,246614236.86996093,2344581212.548354,262138179.1075043,2292281438.354119,340435923.6530462,2120477663.9316678,1076751869.3699198,1711062887.9434721,69688185201.1288,25957653483.945103 
June,52898088.90319858,8997816204.185015,22068656.015434306,4382498709.111386,21238955.603344392,3793400467.650781,21755388.583647806,3734893490.4195967,22621052.67531437,3684277828.6245284,44002687.680583894,6795902410.504097,24163804.180876445,3484473031.477095,24812319.415945344,3395099921.1306334,27172434.60604439,3162167936.5800104,39512955.744505994,2942817446.7364616,71566916580.42741,232785531.83347198 
July,31831557.456792936,11237506070.313364,9613019.832526846,5754332762.664562,9443506.740900928,4747369536.210907,10383807.433597073,4682154731.872144,11242700.012962928,4610885835.723361,20102876.448764067,8667290680.34429,11194490.101636007,4461825205.626519,11990705.349008452,4394436110.048098,15629580.059163522,4198212341.1619277,24265994.78910646,4062895104.2535753,82360805501.38832,249652058.3039446 
August,37287980.75128031,11318096928.71382,18725399.640523575,5555471168.22283,16577448.092001466,4764901164.132527,17038570.19242449,4706956848.493511,17780824.418463487,4650014678.669698,33541469.7720253,8653422571.376831,18086022.66131541,4457169164.532394,18992058.9838752,4400162466.811646,21062215.021090325,4232894313.6056294,24278547.68023326,4163807424.2510734,81812925878.3951,2743322.2225665282 
September,125747656.65884633,8244329265.673339,32521363.013093293,3627801892.521052,35622215.71532588,3312764960.050931,36314379.222954996,3208313793.475104,38619481.56417587,3143070700.01448,69932851.17437832,5808026554.634226,37845853.4615966,2978112385.654362,38960836.84469929,2913522587.2840066,50872324.53504675,2741000477.2943106,258694939.61218062,2446027778.6296883,69292571905.41756,13165283990.728128 
October,1747074375.8384254,4562744386.787496,378491542.13456666,2011152717.748199,651138311.7500261,1767008230.1567092,740607409.8715858,1685610142.9804847,804566459.7016263,1620831911.356664,1573307242.1121445,3094605790.9892206,835181497.0382718,1565124636.067299,851555070.5067414,1529901523.085691,1003713988.3560834,1411950686.4773786,2295448601.9195952,1057398263.3160897,71603230037.83417,100167578612.52342 
November,6463816039.363295,1047015440.8791962,2315445086.5671654,551095357.7639968,2987004377.6496115,458398589.47508436,3055766234.151811,434090828.96099454,3151717787.2291822,406582735.94107026,6017511683.2852545,781322381.1269742,3208564080.6339025,397828537.79006034,3228001798.75277,388493041.4196903,3426810900.747735,342506014.0789658,6101026638.66331,157428657.40714717,71474927207.30618,227447234998.813 
December,14860518781.701427,85392576.24728084,5631700734.8477955,59902494.08060337,6426412762.755459,36430615.548808224,6486494915.172502,28812497.181467626,6629930299.296579,35497341.055409834,12576500349.290516,57831780.54495333,6678124172.5385275,31025726.346729204,6703505238.952301,26671606.57602625,7105499023.292489,10382044.379644804,12027999119.34364,0.0,75763963772.08904,410212500673.52997 
