Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,26087512.35235904,14635816.41873014,26087512.35235904,5534840.345344685 
 01/01  02:00:00,,,27749684.100206185,13585617.517379161,27749684.10020618,8949728.07382854 
 01/01  03:00:00,,,25712394.296300605,13591712.666568777,25712394.296300605,6927438.142843536 
 01/01  04:00:00,,,25539090.69883037,13466865.855553377,25539090.69883037,6792932.379484618 
 01/01  05:00:00,,,28117744.959345683,13841406.288599579,28117744.959345676,8638268.259495746 
 01/01  06:00:00,,,29592219.621282354,14715333.96570738,29592219.621282347,9223547.230763782 
 01/01  07:00:00,,,34192158.90876784,16187934.632058045,34192158.90876784,9547160.714336228 
 01/01  08:00:00,,,31107130.650066897,16471561.871169202,31107130.650066886,10408241.139435628 
 01/01  09:00:00,,,30556631.042296004,17179995.67415766,30556631.042296,9957298.37404514 
 01/01  10:00:00,,,31078438.20581701,17555982.763027824,31078438.205817003,10089582.532462189 
 01/01  11:00:00,,,33381179.886770673,18976559.497892346,33381179.88677067,10968272.143963786 
 01/01  12:00:00,,,41373901.633982375,23041784.75819108,41373901.633982375,14628714.206788711 
 01/01  13:00:00,,,38238865.34995408,19101888.52751573,38238865.34995408,15163672.008854413 
 01/01  14:00:00,,,37661037.872276105,18851230.468268957,37661037.8722761,15378310.837221727 
 01/01  15:00:00,,,37302328.53570991,18600572.40902218,37302328.53570991,15260063.882253036 
 01/01  16:00:00,,,35058340.86819038,18600572.40902218,35058340.86819037,13024377.22558783 
 01/01  17:00:00,,,33527163.32449785,18579572.960939813,33527163.324497845,11636134.989740299 
 01/01  18:00:00,,,36385307.00544301,19679089.968843438,36385307.00544301,10921067.803477876 
 01/01  19:00:00,,,37447736.95108426,19720898.70095748,37447736.951084256,9470648.625937287 
 01/01  20:00:00,,,37010665.82108776,19470240.641710702,37010665.821087755,8891015.837802812 
 01/01  21:00:00,,,36817760.981704675,19219582.582463928,36817760.98170467,8989134.240541974 
 01/01  22:00:00,,,34947895.27373278,18968924.52321715,34947895.273732774,7603933.7124879155 
 01/01  23:00:00,,,30344004.70285456,17212042.09661141,30344004.70285455,5066311.27672817 
 01/01  24:00:00,,,32326230.064763155,18891396.855539024,32326230.064763155,4990835.157323919 
 01/02  01:00:00,,,25503131.971320864,14305669.29334745,25503131.971320864,4964139.615415087 
 01/02  02:00:00,,,21273309.161004476,13585617.517379161,21273309.161004473,2504470.377379505 
 01/02  03:00:00,,,20950393.945943538,13591712.666568777,20950393.945943538,2151735.560202758 
 01/02  04:00:00,,,21674574.035801213,13466865.855553377,21674574.035801213,2954929.0908653787 
 01/02  05:00:00,,,21495601.01289119,13841406.288599579,21495601.012891185,2038254.685261786 
 01/02  06:00:00,,,26296351.07829768,15532824.250617735,26296351.078297675,5406174.333339918 
 01/02  07:00:00,,,30349948.332374625,17084403.59772465,30349948.33237462,5164988.870563338 
 01/02  08:00:00,,,25892944.193074916,16726301.922835387,25892944.19307491,5298639.010185046 
 01/02  09:00:00,,,25876594.25493145,17576940.72395271,25876594.254931446,5215427.306754073 
 01/02  10:00:00,,,26212039.7135293,17952927.812822875,26212039.7135293,5115328.738602575 
 01/02  11:00:00,,,27932071.0905383,19770465.657027278,27932071.090538293,4943183.503873131 
 01/02  12:00:00,,,33627997.620665915,23835690.917326003,33627997.62066591,6145139.938222077 
 01/02  13:00:00,,,30180133.046654865,19895794.68665066,30180133.046654858,6313630.468490687 
 01/02  14:00:00,,,30777960.64419438,19645136.627403885,30777960.644194372,7719398.268000259 
 01/02  15:00:00,,,31194463.135794453,19394478.56815711,31194463.135794442,8369894.151653306 
 01/02  16:00:00,,,29861793.219243597,19394478.56815711,29861793.21924359,7056140.2175273355 
 01/02  17:00:00,,,29703608.59995982,19770465.657027278,29703608.599959813,6639338.089460319 
 01/02  18:00:00,,,32715441.864887774,21009953.302085914,32715441.864887763,5931760.730950248 
 01/02  19:00:00,,,34932775.21433667,21607796.01048348,34932775.21433667,5082485.28018646 
 01/02  20:00:00,,,35012057.27736832,21357137.951236706,35012057.27736832,5038980.274781248 
 01/02  21:00:00,,,34771796.95935286,21106479.89198993,34771796.95935286,5110484.185926838 
 01/02  22:00:00,,,34233225.645472765,20855821.832743157,34233225.645472765,5084639.173451415 
 01/02  23:00:00,,,30211300.35899355,17212042.09661141,30211300.358993545,5092056.136509859 
 01/02  24:00:00,,,32300701.97511041,18891396.855539024,32300701.975110408,5122461.700369989 
 01/03  01:00:00,,,25479336.202802584,14305669.29334745,25479336.20280258,5107276.954366274 
 01/03  02:00:00,,,20891630.150427613,13585617.517379161,20891630.150427613,2164162.6673985734 
 01/03  03:00:00,,,20692855.83653553,13591712.666568777,20692855.83653553,1909308.21319565 
 01/03  04:00:00,,,21153638.887674853,13466865.855553377,21153638.88767485,2449374.735586135 
 01/03  05:00:00,,,23196804.962216236,13841406.288599579,23196804.962216232,2122614.802189767 
 01/03  06:00:00,,,27743766.09232814,15532824.250617735,27743766.09232814,5610937.650764732 
 01/03  07:00:00,,,31232523.43862694,17084403.59772465,31232523.438626938,5468712.703649187 
 01/03  08:00:00,,,26123628.90886149,16681954.84934961,26123628.908861488,5598597.58801616 
 01/03  09:00:00,,,25956565.83579311,17576940.72395271,25956565.83579311,5331912.03001711 
 01/03  10:00:00,,,26154784.865485847,17952927.812822875,26154784.86548584,5132413.017567547 
 01/03  11:00:00,,,27860811.643058002,19770465.657027278,27860811.643058002,4937471.306529251 
 01/03  12:00:00,,,33163804.01005718,23835690.917326003,33163804.010057177,5715799.152678541 
 01/03  13:00:00,,,29687025.975778393,19895794.68665066,29687025.975778386,5845155.800280527 
 01/03  14:00:00,,,30294651.48455442,19645136.627403885,30294651.484554414,7273275.897685641 
 01/03  15:00:00,,,30588956.44146585,19394478.56815711,30588956.441465847,7809510.202963119 
 01/03  16:00:00,,,29788994.606566373,19394478.56815711,29788994.606566373,7020050.473182624 
 01/03  17:00:00,,,30001695.70195315,19770465.657027278,30001695.701953147,6968237.897130175 
 01/03  18:00:00,,,32390892.23782711,20941154.736536033,32390892.237827107,5709802.261406953 
 01/03  19:00:00,,,34794187.406336755,21607796.01048348,34794187.406336755,5002562.529341413 
 01/03  20:00:00,,,34568425.047375165,21357137.951236706,34568425.04737516,5082692.433439324 
 01/03  21:00:00,,,34344217.904931426,21106479.89198993,34344217.90493142,5128710.7247968875 
 01/03  22:00:00,,,33896873.84711184,20855821.832743157,33896873.84711184,5103123.602234146 
 01/03  23:00:00,,,30134144.434509,17212042.09661141,30134144.434508998,5076920.222906426 
 01/03  24:00:00,,,32229605.39376778,18891396.855539024,32229605.393767778,5048745.438582316 
 01/04  01:00:00,,,25374716.33465682,14305669.29334745,25374716.334656816,4983070.214094681 
 01/04  02:00:00,,,20929882.012378745,13585617.517379161,20929882.012378745,2218471.7177937776 
 01/04  03:00:00,,,20748424.43799943,13591712.666568777,20748424.43799943,1978220.3153727816 
 01/04  04:00:00,,,21954943.202513922,13466865.855553377,21954943.202513922,3258335.429573407 
 01/04  05:00:00,,,21595217.705424443,13841406.288599579,21595217.70542444,2151144.594641771 
 01/04  06:00:00,,,26202316.37480689,15532824.250617735,26202316.37480689,5286963.019448407 
 01/04  07:00:00,,,30255333.640254434,17084403.59772465,30255333.64025443,5015313.568964746 
 01/04  08:00:00,,,25812469.402580775,16788674.57567495,25812469.402580775,5082682.985168495 
 01/04  09:00:00,,,25803302.737710472,17576940.72395271,25803302.73771047,5039358.561575796 
 01/04  10:00:00,,,26183292.807217836,17952927.812822875,26183292.807217833,4968949.444181245 
 01/04  11:00:00,,,28009161.98011851,19770465.657027278,28009161.9801185,4888119.360392345 
 01/04  12:00:00,,,36020829.84569043,23835690.917326003,36020829.845690414,8512414.743578095 
 01/04  13:00:00,,,33833644.97888693,19895794.68665066,33833644.97888693,9959634.725386405 
 01/04  14:00:00,,,34944593.26114599,19645136.627403885,34944593.26114598,11874417.451933404 
 01/04  15:00:00,,,35321981.412799254,19394478.56815711,35321981.41279925,12488537.707812402 
 01/04  16:00:00,,,34032073.47319275,19394478.56815711,34032073.47319274,11209015.316284066 
 01/04  17:00:00,,,34016802.034655616,19770465.657027278,34016802.03465561,10930243.746707732 
 01/04  18:00:00,,,38037699.201633066,21190149.815691095,38037699.20163306,11056866.859231248 
 01/04  19:00:00,,,40693677.77175811,21607796.01048348,40693677.7717581,10822270.956209503 
 01/04  20:00:00,,,41184237.27123989,21357137.951236706,41184237.27123989,11164641.085064763 
 01/04  21:00:00,,,41843843.638573095,21106479.89198993,41843843.638573095,12100711.407876898 
 01/04  22:00:00,,,41600772.00008367,20855821.832743157,41600772.00008366,12337415.775056649 
 01/04  23:00:00,,,36651715.130865015,17212042.09661141,36651715.13086501,11351801.487233197 
 01/04  24:00:00,,,38142394.152812704,18891396.855539024,38142394.152812704,10700199.85269413 
 01/05  01:00:00,,,30474669.081233222,14305669.29334745,30474669.08123322,9751361.810397906 
 01/05  02:00:00,,,27967782.42230337,13585617.517379161,27967782.42230337,9138066.512481386 
 01/05  03:00:00,,,26789655.364880454,13591712.666568777,26789655.36488045,7968023.968823049 
 01/05  04:00:00,,,29070867.393140253,13466865.855553377,29070867.393140253,10319310.806256155 
 01/05  05:00:00,,,28175891.676206615,13841406.288599579,28175891.67620661,8696144.612672254 
 01/05  06:00:00,,,32049139.782670803,15532824.250617735,32049139.7826708,10870461.751299925 
 01/05  07:00:00,,,37650054.15209168,17084403.59772465,37650054.152091675,12103383.838460196 
 01/05  08:00:00,,,33506088.004315138,16650596.56793411,33506088.004315134,12622230.104621403 
 01/05  09:00:00,,,35616735.35120985,17576940.72395271,35616735.35120984,14611503.31453603 
 01/05  10:00:00,,,38848295.508787245,17952927.812822875,38848295.50878724,17449459.700920798 
 01/05  11:00:00,,,45051988.038433276,19770465.657027278,45051988.03843327,21825418.359052118 
 01/05  12:00:00,,,54678197.648559585,23835690.917326003,54678197.648559585,27120095.332160395 
 01/05  13:00:00,,,51674345.27658765,19895794.68665066,51674345.27658765,27753736.68560838 
 01/05  14:00:00,,,53644612.358582266,19645136.627403885,53644612.358582266,30529408.05270434 
 01/05  15:00:00,,,52920794.22735619,19394478.56815711,52920794.22735619,30042815.497638956 
 01/05  16:00:00,,,48512189.79195845,19394478.56815711,48512189.791958444,25653141.065984927 
 01/05  17:00:00,,,49479702.80115484,19770465.657027278,49479702.80115482,26361082.4181287 
 01/05  18:00:00,,,51771334.711720325,20927308.68483,51771334.711720325,25022128.839431696 
 01/05  19:00:00,,,51739447.64577618,21607796.01048348,51739447.64577619,21839532.05631468 
 01/05  20:00:00,,,51095448.323184915,21357137.951236706,51095448.32318492,21047773.60385917 
