Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,19740261054.3425,0.0,0.0,10274593962.85278,0.0,0.0,101575015110.14168,3410804155285.3438 
February,19467617921.635395,0.0,0.0,8988567008.989542,0.0,0.0,93924548810.65076,3377715308636.824 
March,14240193685.207815,34698642.770516425,0.0,10734914865.535133,0.0,0.0,94261912283.33171,2532091994749.015 
April,8693947744.08687,85494018.82136707,0.0,11316032236.087578,0.0,0.0,84661899509.15442,1639221628891.1829 
May,3508920997.9699917,581964716.1178248,273696.9738320494,12830374623.891111,0.0,0.0,89797047063.14616,817162366954.2467 
June,738070396.376415,1397702382.4909728,26246.757367607206,13622941708.115602,0.0,0.0,103649648695.31529,327324280146.2601 
July,359864113.28400075,2581683332.50573,1071292.3807164836,14498134401.063295,0.0,0.0,136203852991.65775,145121864783.79004 
August,232881820.52620858,2442896742.874759,26279.44962794094,14962902673.903782,0.0,0.0,111015181348.47282,209649203611.02905 
September,1612780168.5443945,1386526465.227169,0.0,14335491200.17711,0.0,0.0,89418807490.76387,575246944657.9048 
October,5387339964.241669,567060151.7242837,0.0,13850003541.70475,0.0,0.0,85843976689.15727,1249832631036.9265 
November,11311016715.395433,12597190.790984705,0.0,12062852541.985765,0.0,0.0,89023119248.73663,2119178318790.9553 
December,17765842547.331413,3443979.5745513868,0.0,11049694245.481127,0.0,0.0,99384152405.37173,3122235870101.52 
