Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,32068718.537896685,12932878648.204975,8671383397.756302,0.0,3189558632.4142017,228436.6135811464,1942442921.4312506,273036091.27804583,1014687622.2510569,7569832559.824471,5253453313.1433,5294184072.053034,9021759929.842834,36830429.314858414,5495739378.593887,72575251.15254064,7360875557.034039,893012138.1755545,5805869830.059191,105179290.54745635,6782709183.823063,42871962.42261862,4015034052.2699547,73711475.47895448,7420656273.404249,166865278.94718724,4304084376.825805,88791402.50314672,6669547932.371247,83561736.14555252,4141453712.54719,103067565.59604353,5307773602.308337,1091337877.819198,4282579467.557075,158680736.44572634,242792037351.28644,12399120677.104923 
February,8256789.295343107,11748824252.636127,7922725752.6449785,721939.1785579129,2843733649.9464173,54788.536066865054,1709229976.6305375,329121612.27594995,891933391.4824598,6739746752.898922,4827530395.283966,4922365486.832061,8226626512.978707,58662793.994631685,5054524480.572394,100032665.71203916,6763221043.2894125,865250895.0712528,5029581469.11194,182432847.64311478,6460886461.048383,37269918.908173546,3772068845.407562,81183689.1258355,7239292730.739446,121629789.81870039,3754414950.381672,146032149.74958372,6180414888.74934,123143924.064373,3800655628.136183,130517338.04205056,4913343197.798908,1054564410.1002002,3701936731.449028,270999626.7455971,229515715396.66064,11320023344.468966 
March,1339263.7129678028,14648195165.980165,4850780783.647001,359470390.8829223,1599077944.6259375,131535618.57876074,1044333909.167602,351255421.6111666,209339043.50001276,10982100628.164286,2043749002.7709165,8881879527.612623,4834719615.1493635,703017462.0465323,2873344360.944664,916233871.311663,3950240928.983573,2216116638.4479923,2917875243.915727,902967228.5236677,4053119444.9157457,559059665.8965508,2203390815.7632694,716086758.8069158,4852127723.99095,888679571.1628059,2175809883.906367,721003429.3924725,3390486583.6742887,820985580.6604047,2026738214.054707,802291553.9440755,2678698832.1823215,2371286514.7682877,2010124709.8159328,977799089.1860702,167632808040.2031,12837913838.704412 
April,0.0,13426444416.402847,2101275332.5441682,833106143.2755352,527502894.2014505,361263511.5452348,376178475.07609844,479378234.7642284,510164.21753301384,12664200591.046011,197319459.8926053,10850923817.147085,1669022412.8080797,1302397959.4941485,952479691.2760602,1359969081.417102,1413675941.7370722,2387636041.0433393,947781860.4094883,1452986209.9008334,1138029608.595692,1227568421.2258246,494399448.4585828,1281260125.4151063,2152833088.250716,1235094350.0898676,483075786.49657893,1233297750.138451,847682583.5427372,1473644209.6233654,473082614.9562202,1225661304.5784888,669595497.8666424,2478918021.5422063,457602362.9341053,1527214010.0995288,93918769843.02335,11662177457.246643 
May,0.0,15333753771.716827,495811879.5288491,2989007392.9031925,278215007.04728335,1134437534.1706498,150414284.8851877,1152961743.3665445,0.0,13527523848.252914,0.0,13345717213.32752,75419655.80201788,2925124978.008128,39456527.20967873,3373724070.693317,71194211.98821437,4400822977.611446,50530976.33170475,3430959770.7176237,9510773.846204383,2248703298.135398,2855614.1483740737,2553760626.3668756,432308250.88141036,2741214734.8688364,3812758.2498040325,2540284482.8206925,802562.3110131244,2876704945.816748,289036.57050524134,3246095930.437619,686187.6243816599,4326561023.040167,855807.5964931089,3361191789.712177,82776438427.59215,11716512111.43509 
June,0.0,19983638159.186554,245427877.8745069,4786245590.983904,24265565.72036515,2273654813.788624,17481046.327686265,2141609245.703929,0.0,17075100266.487337,0.0,16622124577.18181,0.0,4670340171.280768,0.0,4804749937.506375,0.0,5793720526.141183,0.0,4717958914.792928,0.0,3524023366.6517897,0.0,3975354269.396386,80138648.96496618,4125061057.6130996,0.0,3831896747.040188,0.0,4551668597.980547,0.0,4607224549.156889,0.0,5649577694.409735,0.0,4625739122.471052,95774380862.98404,11055739523.974989 
July,0.0,20868350163.816277,161798133.1738982,6016376848.153607,17779552.99323956,3141925082.806665,11657091.372548364,2890358685.3074703,0.0,18661545469.168983,0.0,18536039329.18807,0.0,5753224141.208638,0.0,5537957734.557691,0.0,7194051884.841903,0.0,5952282165.132774,0.0,4550470790.081853,0.0,4779879295.341854,4777066.334037885,6009686537.672959,0.0,5177868212.809419,0.0,5489673103.760719,0.0,5249272181.475633,0.0,6894596830.106048,0.0,5752089224.0786,108923529632.97078,10680806421.295504 
August,0.0,21864856447.07897,225957461.04341257,5011797431.822835,20294999.399291568,2673912693.4450164,18645833.051173996,2671082236.0403814,0.0,18578376974.889416,0.0,17907529640.919853,0.0,4841873753.215847,0.0,4959572054.436508,0.0,7446356053.911875,0.0,4907966309.683631,0.0,4213097934.5970163,0.0,4617873695.486591,0.0,6598739064.624318,0.0,4532161303.308662,0.0,4770146931.090841,0.0,4778074232.636455,0.0,7329076977.684942,0.0,4842362367.354788,107847001959.38145,11085981818.728151 
September,0.0,17528193897.622612,418195798.55261856,2517226242.2302475,195454420.51969087,1393628293.9016397,110908725.62502873,1511738887.52182,0.0,14155343357.462048,0.0,13103255316.703335,67961977.48338816,2813408876.88045,36777932.89707419,2800213746.2356615,51271482.22737156,5368968682.081821,37531996.63849814,2778349053.8064985,0.0,2906031463.3246117,0.0,2872231235.580818,90054843.01618744,4892916918.832327,0.0,2822547263.9714017,58938.91883197599,2929230086.385848,84225.0768676278,2771461791.2817774,0.0,5508472186.254708,0.0,2866670065.8427434,85191069659.98413,10515505341.63862 
October,0.0,13751296297.114809,1656301030.5206256,781020375.8788477,628113307.0776002,503662655.131062,421150794.9886346,589944767.816632,1793888.1656523962,12331428950.747906,251151575.5208228,10779648530.813944,1060729524.0261449,1517094514.2454736,623618630.0285779,1327541302.6551206,806054435.2970668,3306579856.6454387,655719484.6735786,1384029880.0832665,209327846.45254454,2004919849.050526,103071645.09864971,1611333706.232471,699383209.4448072,2992977680.688892,118488527.7764084,1663299970.5837042,426881625.24222875,1790544685.1386185,247501404.41749826,1331029016.9221349,293684527.37724304,3623170492.0064497,263707521.0063985,1571893320.0759447,86912208106.81482,11273188783.08708 
