Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,25408467.48688534,13168189.572771888,25408467.48688534,6619306.3917275 
 01/01  02:00:00,,,18984661.379049487,12209562.921811828,18984661.379049487,1687713.3413718978 
 01/01  03:00:00,,,19395462.385798633,12213498.575444583,19395462.385798633,2040035.3636326725 
 01/01  04:00:00,,,19122363.74466071,12101968.461470582,19122363.74466071,1847995.9694569013 
 01/01  05:00:00,,,20043462.939281583,12436558.803392584,20043462.939281583,2045584.5188771344 
 01/01  06:00:00,,,25027154.404445283,13217269.601210577,25027154.404445283,6573666.459514685 
 01/01  07:00:00,,,29287886.297098104,14564312.894074269,29287886.297098104,6681566.551412102 
 01/01  08:00:00,,,29070103.85908594,14985852.775739722,29070103.85908594,6980785.3232895825 
 01/01  09:00:00,,,25608711.887919247,15613189.163023328,25608711.88791924,6990516.089760756 
 01/01  10:00:00,,,25550693.507412422,15800846.199354876,25550693.50741241,6726120.867353972 
 01/01  11:00:00,,,26783788.64256142,17100124.65606779,26783788.642561413,6655684.616517436 
 01/01  12:00:00,,,31074268.411485698,21125245.5187192,31074268.411485694,6593970.440654539 
 01/01  13:00:00,,,27470830.900319297,17212085.55314207,27470830.900319286,6725841.226384143 
 01/01  14:00:00,,,26700008.42210498,16988163.75899351,26700008.422104977,6666230.936463781 
 01/01  15:00:00,,,26325676.653011233,16764241.964844948,26325676.653011225,6501767.8337582415 
 01/01  16:00:00,,,26319192.170243874,16764241.964844948,26319192.170243874,6509753.176863348 
 01/01  17:00:00,,,28552313.517286237,17364224.179999568,28552313.517286234,6620027.447468579 
 01/01  18:00:00,,,32610474.112369422,18017953.496906307,32610474.112369414,6728456.622891331 
 01/01  19:00:00,,,32512997.870934986,17794031.702757746,32512997.870934978,6859984.693700179 
 01/01  20:00:00,,,32756733.039853305,17570109.908609185,32756733.039853297,6956746.422408868 
 01/01  21:00:00,,,32594611.58242336,17346188.11446063,32594611.58242336,7044650.164748596 
 01/01  22:00:00,,,31983403.943555642,17122266.320312064,31983403.943555642,6860478.248049028 
 01/01  23:00:00,,,29982580.1241842,15530322.546847943,29982580.12418419,6735921.212104065 
 01/01  24:00:00,,,32355343.8517534,17379142.04007725,32355343.851753395,6787110.310179793 
 01/02  01:00:00,,,25513075.864329137,12860357.6867929,25513075.864329137,6654154.996960011 
 01/02  02:00:00,,,19003398.0123074,12209562.921811828,19003398.012307405,1710026.4818625266 
 01/02  03:00:00,,,19445873.143878646,12213498.575444583,19445873.143878642,2094162.7953605158 
 01/02  04:00:00,,,19200890.344130088,12101968.461470582,19200890.34413009,1935207.280782778 
