Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9629316658.897493,185320930.5339055,3441146112.887807,157264892.65237823,4145301379.486984,103935226.87743028,4237592028.459185,106503744.63903618,4362261247.084584,86462009.78695019,8311842029.932244,141171879.83931407,4417317391.989715,89161569.28764607,4425479298.09811,72690433.2752017,4777456651.155758,46027057.662169956,8492732040.027911,3954990.051461017,67220860885.32421,228778196326.1858 
February,9578804441.603079,90830620.59764579,3437518888.893327,106424084.15101832,4132492480.84065,65788704.04499995,4195161912.7823243,62320511.603816405,4300551199.550334,45633346.876852654,8170707160.038717,68176359.65709542,4348327549.672466,49780296.8756685,4395534072.302119,62244130.274999164,4707009969.7160425,25269149.870751012,8263807359.131648,20517.482591243242,60490127270.671486,226393061740.33398 
March,5703556101.505455,1678824480.1833098,1765160149.4269176,858511435.9574254,2165124338.4190164,762803878.2753948,2229411039.976845,729095359.7654344,2352382949.612257,694871708.4906137,4490877017.407047,1316303466.7888954,2396472652.740816,682370257.9736037,2416315318.1377788,663739454.877568,2693922036.1760926,584686224.2889987,5533320716.662731,332285689.78749305,65562497171.61812,148603126525.2068 
April,2112662080.9827778,3161540546.2640104,427586562.043776,1448976118.8240802,628660224.6689531,1310179457.5317094,716197139.6989053,1267044233.6778638,785257342.4710894,1213118003.0288818,1535787053.8315983,2304202416.181104,824064340.804482,1170584506.57998,837399683.0253545,1136551747.2699487,1005395198.3358319,1018313230.5341505,2550342621.7420025,650450508.0283258,60823693607.40927,71191161708.38597 
May,225828964.19303575,6236450808.739909,27918494.204355866,2907234185.0917196,41040138.47862381,2645644720.284413,56349518.40650076,2557661541.4727163,62980122.974825114,2482792012.0461526,124297009.22315578,4541770784.426096,67074815.14986206,2324696119.0176826,74982120.44990912,2257382040.502958,106758846.55464727,2058234455.3039038,483288606.26269215,1696724047.9572532,64782950957.37872,10692420622.131859 
June,31340329.39115251,8771641575.479952,13798285.62842688,4563584102.269117,12454516.664139673,3870214885.9385643,13127127.727470392,3810775824.465772,13371257.752571072,3739215395.89051,26262002.26374389,6968386947.74474,14436933.753247919,3607896957.7422442,15349973.518702628,3530321926.1198,17146375.90130239,3298842140.611093,23004585.35958498,3037148329.4312177,71805891114.85262,0.0 
July,14682779.649843553,11743782130.943298,5552875.992333111,6104015550.874579,4748829.039127311,5069837476.565709,5246294.17880135,5016506259.136348,6029873.38982026,4913839920.06638,10445797.411513928,9314195010.665964,5897915.035288004,4821121941.024193,6058940.150318812,4771070337.361512,7244030.973619606,4590433474.344667,12665432.51508681,4495458036.930837,85578007365.38666,0.0 
August,18354228.790114768,10928599664.20432,6405700.732244998,5694047309.100927,4679635.257904699,4798604083.596402,5187146.699444365,4729449480.280485,6181937.402803293,4644162553.306785,11263921.179995503,8757915625.04517,6316082.754999055,4541741297.445472,6718651.888079305,4488829150.04933,10651978.849864773,4311251979.533044,17217428.512860928,4236860154.2119637,81123175723.67206,0.0 
September,37682976.344680585,8915758363.407753,17055306.090014763,4192637991.2850776,15847551.677456481,3689262914.25768,18140199.308367684,3621820442.1125393,17408773.86760214,3557029007.3283367,31899318.657481432,6571050499.568505,17392890.475597948,3396144837.2874036,17651362.4749187,3349675655.363248,18813744.33532804,3198995440.049538,50809267.84290624,2998581196.2774234,68725027346.66646,1567134892.6868823 
October,470745210.8524938,6139934622.382838,70623606.60213377,2721659906.0311337,133188486.59246744,2512549608.9586015,161775924.19934875,2421741858.171977,182864408.71748194,2341075153.3953943,339582586.64372313,4321186916.9018755,183597629.44508123,2216295779.587959,196398833.18344355,2163042550.8643684,242567777.6593461,2015034020.0861702,775457856.7715029,1685313562.0214062,64840803614.42899,30032116564.8037 
November,3100381910.6192713,1898241196.1131966,944274184.8935748,854235222.1803303,1293745894.5601704,704591976.0519168,1403479438.3100367,667209157.0319723,1496301159.5488927,630067385.3627336,2836688412.0639257,1156829277.492809,1511918780.5760632,587008018.5468829,1541361108.8901134,576748557.0949594,1696710149.5647995,504306576.4042625,3416677339.7692213,296606405.4031199,63323374113.52539,114047177864.08012 
December,8257086349.344001,658066696.6378064,2988237746.7088137,356688104.5220017,3509346282.7600093,277242916.5828038,3621000019.931878,267059335.77863842,3713674232.657364,242957394.5670266,7117678907.141278,427295696.0458352,3735897106.1660028,221662278.9473124,3774614340.7723184,225873530.52630872,4086575689.4006,179749508.968221,7258654710.719121,75671992.18935493,66828745857.12526,202079937763.09024 
