Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,1326879735.0547702,9807451014.767359,15046738367.101915,0.0,3831561724.5830708,303450076.3790907,2634917656.143784,1405775851.254528,5286189610.205773,5386911909.033688,11370029756.920937,3607995180.7626033,14217770783.87363,1520182.220465432,8077329486.658346,25699016.444696758,11446662122.728594,1016094652.859055,7442741044.305816,304532874.5082712,10648368956.795595,920225.0572248445,5462887636.274364,320713247.2827792,9687834933.281961,74101388.46674122,5354293320.211697,458364942.9415246,10822795187.67435,7556946.259228645,5401036102.060449,618620613.5765051,8111316056.27561,1231189047.6727922,5283973920.407555,881390615.771769,354370394952.2906,12694665968.00058 
February,198930389.21109748,11315327502.590553,10339417722.178215,15337024.587936897,2749819804.4925795,134015032.74876583,1844105609.0866287,790000195.519872,2170284082.692932,6845732359.878035,6814132922.735076,4646238707.65215,10270648873.538843,89443565.10961303,5655824063.321726,361763845.32969046,7860616779.279819,1746928672.8746667,5621887684.067066,393100629.00863045,7883867461.2389,55448664.00220172,3994484965.5676637,391914094.08637166,6885150685.368454,714720845.9162036,3947232990.672326,432948974.2365208,7686513303.616769,130619896.35124101,3891475843.6153626,620981368.2102214,5548971559.237022,2025780884.7762191,3911220985.7056274,749253917.1005023,260560448829.41772,11560710924.678923 
March,25262.492822593194,16951557488.983286,6689993035.286319,141558465.9336978,1621345098.4150383,63553112.517075114,1069178838.435973,668883387.8479395,75984889.79429394,11615551627.234844,3050494020.72778,8720856877.457882,6761143502.858987,409053064.9789973,3798243879.839855,960947647.2260542,5116704269.842445,2623301566.1064425,3797795078.6404176,874432552.6182735,5583279722.769906,244557962.8677408,2809527702.257388,768198913.3802978,5234861483.992679,662586397.631036,2806826052.9058437,713854445.3339832,4590647639.297684,544317582.1716247,2593545855.338393,866102896.7882559,3327395062.031847,2999171775.2317743,2535055582.294418,1143827484.4813426,213009342248.28635,13107219345.435673 
April,0.0,14704673839.162806,3356508500.3284903,710331100.0397664,850247653.8647856,276405128.55290157,545901530.2690843,576994033.3957515,38251845.67748236,11881519681.670435,831965257.9904776,10292763791.817257,2969895568.4646773,1239002396.1313095,1569998403.1335988,1543987961.5453596,2371272977.087172,2984705247.127671,1702028918.7552738,1539674730.949606,2254150351.355681,983572114.2560941,909014069.434584,1369406828.954286,2624878048.7840943,1435796989.1207366,1053722045.5125606,1238993621.191042,1713549005.3740904,1495355570.3842814,877703116.8284898,1523770018.670284,1286567208.7126741,3287266932.1677346,963048128.152602,1706914484.7435715,123028792668.56902,11859023715.652567 
May,0.0,16293549449.282381,997032193.5784099,2113340292.0374339,430193505.18655604,759681865.3925496,232493256.16514426,1045820128.4526196,0.0,12890044466.180862,2483949.783497223,12904293977.945807,343462755.487662,2541071692.978288,190827133.5299724,2960365988.563642,312512692.0258277,4376115834.179012,191296817.17435396,2953292430.468046,130319605.24884413,2135522079.8280842,52203477.15862494,2355258193.4086957,771563063.3870661,2662927700.99543,43468301.63625649,2269737440.7422843,49111190.04695331,2767041744.083163,30732769.46572749,2966226115.2635975,43723420.93907913,4597611946.440059,27164681.075147994,3064475632.5306892,87767584652.10567,11908110481.114347 
June,0.0,21163442556.368866,339695410.7687972,4090576582.5522213,30461421.18360524,1914323236.6433873,23247809.6081555,2116005548.3166177,0.0,16490115692.123943,0.0,15879865584.969812,0.0,4136697412.664423,0.0,4545531467.578632,0.0,5896444885.703196,0.0,4299782775.871282,0.0,3232097943.769655,0.0,3840035918.470357,139372278.70934185,4077404230.8630047,0.0,3540923872.949334,0.0,4258800814.875495,0.0,4514891754.962683,0.0,6001262113.071211,0.0,4352274789.866817,95662583936.77939,11097241156.012445 
July,0.0,21847709803.648983,302496744.58284575,5272582396.284948,32737012.48069526,2636210242.7018266,21531786.98378692,2777600828.9147315,0.0,17534680936.362988,0.0,17282873577.839153,0.0,4947101208.209243,0.0,5530471115.836256,0.0,7172356222.626248,0.0,5208446820.5186405,0.0,4023328378.008797,0.0,4972551059.892048,64377552.80757351,5805865774.66494,0.0,4541377899.435615,0.0,4966976878.440122,0.0,5407806205.068606,0.0,7141908651.463946,0.0,5170235486.461564,104458046668.44272,10714667324.358343 
August,0.0,23049559646.45897,405326884.8390086,4376756857.343793,38464035.62979724,2272803560.9663987,28879834.054158844,2628712979.9451942,0.0,17824733204.74282,0.0,16992553833.806448,0.0,4170429585.1400704,0.0,4723449020.187852,0.0,7416090203.50258,0.0,4538661301.333771,0.0,3790274188.5489135,0.0,4557887967.759226,110264828.04630196,6419611088.96599,0.0,4278074642.3052235,0.0,4337057385.091426,0.0,4741873722.898876,0.0,7600467198.801129,0.0,4642140573.313674,108919956589.84238,11138155203.169617 
September,0.0,16869642239.653522,794272737.4563521,1301573357.849814,383788866.5442133,613195189.287064,196418127.2670881,980319767.4012163,0.0,11789618009.628426,0.0,11246971457.200207,120787099.30943587,2020959777.7373104,64324771.87809879,1915673411.9851584,73925533.430957,4488966582.870255,59921966.85403,2272702183.578532,0.0,2394584232.3193192,0.0,2162552576.8244166,436047896.85403675,3849735649.1821437,0.0,2423387948.317716,0.0,2373749018.8017173,0.0,2053181585.1599777,0.0,4966771646.162759,0.0,2525101346.6718802,82352520214.53375,10739793268.37222 
October,0.0,14242282483.235096,3541073866.1745377,234423131.99636847,1060636188.9592781,211091851.87309462,694451596.3322679,422775721.5397461,1970837.9451863905,11948615745.901855,821468947.0137956,9674834127.786118,2861938084.734485,897083755.4568052,1772768467.9045043,865087846.199147,2258885388.7136774,2742435514.330778,1727914891.809592,906098649.1382786,911774094.1844124,1462333157.758367,521031034.888636,1260621785.1820114,1728573949.8496785,2322326215.537872,476872933.0966933,1302453441.4430044,1383024990.2855968,1329432103.8496919,872128641.7557173,926252084.4046364,1033737563.3460405,3314548035.999152,825706311.7570059,1198488686.9569864,118984238951.53798,11557011314.584305 
