Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,20863249.51682307,8550713.504174368,20863249.51682307,6543693.946152808 
 01/01  02:00:00,,,15195260.727604764,7204732.249098838,15195260.727604762,2787505.3181624385 
 01/01  03:00:00,,,15710906.067717232,7096748.073904982,15710906.067717232,3362826.3388013593 
 01/01  04:00:00,,,16565412.156398071,7034657.460444181,16565412.156398071,4264026.295954496 
 01/01  05:00:00,,,16335383.134637287,7220929.300826581,16335383.134637287,3435705.639908704 
 01/01  06:00:00,,,19576435.23381692,7655563.595052181,19576435.23381692,6507906.557612557 
 01/01  07:00:00,,,24453624.157726318,9575488.200940622,24453624.157726318,6679780.76847569 
 01/01  08:00:00,,,24409825.48330552,9998946.178880617,24409825.483305514,7151346.105571033 
 01/01  09:00:00,,,20866086.778580204,10542526.333507946,20866086.778580204,7161457.91983799 
 01/01  10:00:00,,,20494223.256855607,10552568.5141773,20494223.256855607,6760975.426804523 
 01/01  11:00:00,,,21771873.932440888,11908657.318599675,21771873.932440884,6679274.081139887 
 01/01  12:00:00,,,25937869.663762685,15784886.802112373,25937869.663762685,6658673.086853973 
 01/01  13:00:00,,,22556078.4929456,11970987.75596105,22556078.4929456,6864866.163770278 
 01/01  14:00:00,,,21849974.264925733,11846326.881238297,21849974.26492573,6801208.79134953 
 01/01  15:00:00,,,21490960.533078216,11721666.006515546,21490960.533078212,6553006.137371456 
 01/01  16:00:00,,,21438242.15855104,11721666.006515546,21438242.15855104,6515081.317043926 
 01/01  17:00:00,,,23657134.071597267,12262357.142225128,23657134.071597263,6670281.105758566 
 01/01  18:00:00,,,28105503.23242334,13258629.319689194,28105503.23242333,6825943.285013344 
 01/01  19:00:00,,,28155219.76674995,13133968.44496644,28155219.76674995,7005512.872407365 
 01/01  20:00:00,,,28556888.97128301,13009307.570243688,28556888.97128301,7146786.121083034 
 01/01  21:00:00,,,28539441.879553974,12884646.695520937,28539441.879553966,7280737.446806735 
 01/01  22:00:00,,,27896790.65381459,12759985.820798185,27896790.653814588,6978170.840154275 
 01/01  23:00:00,,,25994465.623922013,11364813.607632192,25994465.623922005,6765402.099180237 
 01/01  24:00:00,,,28157394.84302073,13011582.600699462,28157394.843020726,6816259.82757036 
 01/02  01:00:00,,,20868279.243446767,8117916.277534653,20868279.243446767,6581731.03409096 
 01/02  02:00:00,,,14802623.56885444,7204732.249098838,14802623.56885444,2394104.4979835725 
 01/02  03:00:00,,,16052656.990865935,7096748.073904982,16052656.990865935,3701314.3420921536 
 01/02  04:00:00,,,16210989.147344403,7034657.460444181,16210989.1473444,3926693.426330861 
 01/02  05:00:00,,,16669971.963001382,7220929.300826581,16669971.963001382,3768496.3136596815 
 01/02  06:00:00,,,20732843.45416207,8812302.528665477,20732843.454162065,6539401.95762123 
 01/02  07:00:00,,,25699272.96834058,10779892.079981174,25699272.96834058,6710119.832196521 
