Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,0.0,26450186054.157692,446802038.6337201,4385817234.609698,54587164.12989209,2964281681.8624916,41690797.35377304,3082652902.2176514,0.0,22063068249.444466,0.0,20869746826.399693,71630040.99308981,4532920933.83922,40668910.599927574,4211255780.0272503,49878401.27022052,9530173033.815369,45482444.740331896,4184808303.094382,15208816.800496278,4130686376.431386,5299105.132447084,3802281782.000557,220863476.60429776,9180256729.02039,6109280.643847836,3724389757.4952145,7596952.070872353,4624657556.052375,5019420.1952784415,4121043385.7596216,3704309.198654729,9381153204.475729,5576334.902702146,4215638089.418424,137220880122.48328,12368505427.670856 
February,0.0,24787203876.339363,266251739.12182385,4963799662.215334,23692802.93287076,3139837174.614964,23763938.074202586,3213123511.0158796,0.0,20820822047.084908,0.0,20141037521.67235,13610692.544176027,4741532066.887371,5714279.7745921705,4582697843.900536,6595119.602881991,9165170648.877806,7397798.797328029,4537717395.924062,3135473.294998509,4025377309.9704037,93531.87230113827,4012672171.439682,55750513.14861678,8728077079.946102,94454.68339957316,3914955461.517647,0.0,4736788005.4069195,0.0,4430710688.515965,0.0,8931918260.91237,0.0,4500773391.166886,126308343237.3388,10992320095.107048 
March,0.0,28742243167.677193,296311928.8093703,6497733454.750691,14244185.653246632,3945643900.1975794,15532743.23368552,3792854137.453883,0.0,24302275240.655743,0.0,24007870094.322987,8925292.296221802,6104388732.610702,4695609.044498971,6047206169.170378,3713880.856106305,9417297747.614447,2876726.4857245316,6061583256.721386,1911417.2058391774,4631893438.806674,0.0,4900224872.048437,145606461.84953883,7858875583.561823,0.0,4870272983.867155,146835.95410343818,5964201158.7022085,6743.638668284028,5777868219.22048,0.0,9134130009.900211,0.0,5931598536.532821,149168192759.47574,12604359841.559778 
April,0.0,27133129070.50944,109970835.17653738,8016959312.279771,12290422.25207136,4575387767.468278,6838784.657628644,4084567105.382012,0.0,23808095068.93645,0.0,24198339711.17834,0.0,7137795084.107192,0.0,6810250682.920949,0.0,8525782252.887537,0.0,6847384309.796738,0.0,5231173885.821068,0.0,5466983809.001056,32114413.08069454,7044918944.960067,0.0,5463952137.710108,0.0,6751103982.15564,0.0,6379568903.570703,0.0,8077957449.218006,0.0,6539771981.685681,147309698305.46204,11393039501.511547 
May,0.0,28654374136.173073,56889525.59306255,9129098233.88802,11515251.184351368,5061616024.500663,4202991.745792245,4441347792.675668,0.0,25258809969.836994,0.0,26257402440.278255,0.0,8510611975.639493,0.0,7708555567.002067,0.0,8354097962.917418,0.0,7162565863.726657,0.0,6212913137.836168,0.0,6179492008.711269,0.0,6934403161.368243,0.0,5604886856.177452,0.0,8014245289.495557,0.0,7209380005.388441,0.0,7851169200.763601,0.0,6818343486.1525755,168926862723.56586,11644129008.384438 
June,0.0,29065717803.17555,18764165.662891734,9775124694.896715,6044712.656791027,5438141920.616691,2681458.5582244997,4916471107.723046,0.0,25499703963.87926,0.0,26774693539.78485,0.0,9415953965.24016,0.0,7859569541.5021515,0.0,8768271159.026754,0.0,7196049403.621411,0.0,7508158887.904431,0.0,6663401823.210066,0.0,8133894506.773019,0.0,5948381003.957348,0.0,8788009699.91445,0.0,7258385202.394507,0.0,8163173381.222742,0.0,6762024216.365071,174271447274.98355,11061703817.664032 
July,0.0,28366496368.817223,20060612.504504573,10228293399.941107,12402389.06508244,5663772581.973335,4341467.029184673,5102098840.512895,0.0,25389457974.855495,0.0,26610636978.30457,0.0,9560553081.109003,0.0,8079405405.759612,0.0,9108579328.852802,0.0,7567359192.006265,0.0,7908984852.97296,0.0,7080758780.290592,0.0,8754555564.738808,0.0,6511226969.380099,0.0,8867879631.225546,0.0,7453710890.147936,0.0,8434938149.160063,0.0,7088462598.937361,175919052201.2682,10705436860.640747 
August,0.0,30609103787.99017,17232010.817349732,10204739493.757126,8172459.638070335,5795561016.918776,2546824.1548944437,5480677890.606233,0.0,26680300214.04742,0.0,27936689440.883896,0.0,9512557445.032417,0.0,7972031274.915992,0.0,10140249106.455132,0.0,8041978442.938313,0.0,8308247288.118398,0.0,7318249042.120202,0.0,10366922671.98956,0.0,7365235686.591131,0.0,8853723387.825006,0.0,7335282751.548619,0.0,9455688751.122465,0.0,7560780592.63567,185743173524.97266,11112125876.86259 
September,0.0,28149691352.58406,28788681.555006254,8395477480.731694,11780981.907303864,4966612846.055305,7367066.184912572,4764549738.675262,0.0,24760896484.732162,0.0,25380859289.94309,0.0,7846005762.7151785,0.0,6814487454.277375,0.0,9807352243.013336,0.0,6492920546.960172,0.0,7236590691.671782,0.0,6564004217.119532,0.0,10413635458.444378,0.0,6210267720.274918,0.0,7429786226.132709,0.0,6380966647.093833,0.0,9334265798.20436,0.0,6201053393.619788,166376990490.8673,10488201214.279118 
October,0.0,28994656709.280052,83078112.68185468,7330210360.869757,12981085.67255796,4647061166.833844,11576949.672592182,4649120478.190629,0.0,25265280167.03373,0.0,25334519313.47626,0.0,7029085976.31715,0.0,6322990794.652995,0.0,10754372470.191494,0.0,6119030993.501098,0.0,6827332605.962019,0.0,6358843180.7264595,0.0,11648747330.914135,0.0,6118120715.513508,0.0,6790300172.746316,0.0,5996370562.365924,0.0,10337539633.0106,0.0,5940370531.849838,161911701670.77826,11078934337.56859 
