Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,2988224621.980532,7169108953.778224,329869899.2337981,3198258138.0232835,865668230.0128984,2627003328.104039,1199183899.940174,2498993611.7473564,1292973060.99127,2428015553.109987,2775923489.20756,4395459344.6968565,1492193431.2418807,2169179875.1058197,1501838549.0581865,2114666971.9967332,1776960933.407933,1941910484.8111155,4766402470.504482,972170615.296157,141992597225.82117,302812371463.3424 
February,3125649445.961377,6109234247.731118,445509038.05591476,2666807541.592286,986233627.8428268,2215989284.0476923,1249445416.3709917,2118844517.770341,1347725413.9826303,2036747899.1541703,2842217444.482654,3758492581.3128552,1517644565.2126896,1816007281.3594356,1570638159.0668335,1784722726.0170712,1797583734.8982186,1618095852.0087497,4715829320.598913,739859967.1341016,128221687039.39162,308438632592.42834 
March,1677402127.813372,11319340760.177286,168820872.4855638,5214275423.16402,416786894.912199,4601328778.212858,585540252.2750663,4437350035.021931,635048729.181899,4327212182.061853,1414190141.753197,7998241497.4677305,762620169.305045,3982802590.5825,769633409.3694875,3909007717.077756,935881671.6954864,3691900515.6901865,2958725645.889698,2569389765.900995,141611704096.38815,182151873401.35916 
April,375722096.5624974,14462254862.94973,53201743.9632872,6930883373.747415,57879011.01877275,5981653424.202786,74859596.04240014,5765332164.9801855,86461202.20011508,5645290181.871946,213277594.74323967,10316306773.969141,112572806.53791738,5179805336.009113,119706193.5233822,5087192955.531473,183829430.75366768,4829199448.106564,1151371930.6294544,3834550588.694812,133654756856.02724,68083545187.79105 
May,77529654.02454591,18623422803.65387,32045295.404582586,9220536550.784237,31426542.47148982,7731636068.898545,33137323.20817707,7569247045.614397,34787006.6914142,7484295446.83127,68742536.4679934,13583601157.600286,36654566.266662255,6877497811.165801,37688486.98061397,6760655606.585434,41257338.90064054,6429575036.50429,129830478.75889471,5587322101.971574,142062694340.6335,4097260417.9342866 
June,18691234.39474106,21103920553.64415,6960840.896085257,11127912518.737345,4201863.639894456,9031260068.239567,5380057.931084292,8896950623.582226,6347261.329340534,8826351018.927805,12584508.439872177,16256991173.25457,7323833.3737952495,8310815054.346486,8121197.773717481,8216335965.522663,13273038.091237267,7965202990.537563,25721939.467378646,7227860768.61027,147884212427.05112,0.0 
July,6143360.404195027,24903927366.064095,6380692.076975774,12866569801.24706,4472918.470993199,10330094227.644218,3888791.2871780363,10189076000.51919,4390529.761249177,10112526387.031235,7231181.2271508025,18731354811.07713,3573074.257485792,9606629556.168108,3822701.558155054,9536535550.269365,3642775.6077667796,9369563435.29,9131155.587525858,8868776458.868534,162171072797.57278,0.0 
August,6285021.918052816,24001440811.266384,8384055.535848204,12473532724.068312,2975003.8659369694,10246674662.88517,3398171.5347190714,10109541271.416965,3946626.5458246674,10034919267.283945,6729774.000499784,18570124810.54664,4773164.39640331,9510394309.520388,4050286.8907173406,9436073005.431787,4013490.999185225,9270979179.558538,12400797.64447307,8749646024.602892,159092141413.48383,0.0 
September,30833266.542609103,21100703987.628414,16972426.93320875,10569670397.521263,12858669.677390229,8647808040.723108,14292303.381363248,8499445499.5122795,13814013.147025935,8424431978.9429245,30004658.14141603,15450934092.560028,16105433.352813082,7854213467.911836,16309767.559148652,7781688843.121509,19141919.10493876,7574391254.2055,29519973.47543836,7032304898.335604,143316816267.62134,134357395.5713746 
October,90458158.65958726,18797367045.511192,39185681.37304656,8788688639.472122,38928669.65827532,7620605832.9767,41748179.966928385,7412827760.329082,43600992.57334078,7310629094.855705,94427376.68684962,13308519894.017347,49709976.601992585,6746141423.106173,51819119.002159774,6651423065.793968,63284072.23350931,6409042589.466826,266953783.08317792,5662932327.869711,140738637249.5636,22603171291.637493 
