Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,26751097.645373944,12134357.65629256,26751097.64537394,9003002.04950229 
 01/01  02:00:00,,,19060931.146583207,11185834.801571429,19060931.146583207,2863329.5677293967 
 01/01  03:00:00,,,18715740.772414804,11179782.39508398,18715740.7724148,2429182.0231084498 
 01/01  04:00:00,,,19238705.286616094,11078240.34123018,19238705.286616094,3036864.6930463295 
 01/01  05:00:00,,,20018397.587275106,11382866.502791582,20018397.587275106,3097820.7869057246 
 01/01  06:00:00,,,26636175.862153754,12093660.879768182,26636175.862153746,9307704.149876745 
 01/01  07:00:00,,,31096116.31963969,13430214.589330494,31096116.31963969,9635847.849575937 
 01/01  08:00:00,,,31371748.863519505,13879283.051143374,31371748.863519505,9586537.412901426 
 01/01  09:00:00,,,28008188.660287574,14659107.14591782,28008188.660287566,9544196.259100722 
 01/01  10:00:00,,,27046733.42385102,14586534.783999551,27046733.423851013,9463175.1869634 
 01/01  11:00:00,,,28153182.986125644,15835680.046580246,28153182.98612564,9319875.932254368 
 01/01  12:00:00,,,32235762.09352226,19830720.992752325,32235762.09352226,9076300.918539828 
 01/01  13:00:00,,,28439410.954282887,15937614.30482808,28439410.95428288,8995728.516195243 
 01/01  14:00:00,,,27648836.590593636,15733745.788332406,27648836.590593625,8901774.056072209 
 01/01  15:00:00,,,27304998.142142836,15529877.271836737,27304998.142142836,8745847.720823746 
 01/01  16:00:00,,,27080757.743311007,15529877.271836737,27080757.743311003,8537674.724888165 
 01/01  17:00:00,,,31546510.85463452,16482699.59445108,31546510.854634516,8884484.437002398 
 01/01  18:00:00,,,33591495.29017085,16753508.88741876,33591495.29017085,9011798.61746533 
 01/01  19:00:00,,,33453043.415864993,16549640.37092309,33453043.41586499,9077724.78880603 
 01/01  20:00:00,,,33665556.061038405,16345771.854427416,33665556.061038405,9119606.82412588 
 01/01  21:00:00,,,33463272.16934419,16141903.337931747,33463272.16934419,9145045.943982948 
 01/01  22:00:00,,,33145391.460144974,15938034.821436075,33145391.460144974,9228039.925113488 
 01/01  23:00:00,,,31368320.775831703,14436330.797409944,31368320.7758317,9230698.397744702 
 01/01  24:00:00,,,33735231.15535637,16345310.12359792,33735231.15535637,9206511.039338203 
 01/02  01:00:00,,,26479460.212918833,11826525.770313572,26479460.21291883,8653416.186609041 
 01/02  02:00:00,,,19018396.220282197,11185834.801571429,19018396.220282197,2802592.2738684695 
 01/02  03:00:00,,,18678575.583469696,11179782.39508398,18678575.5834697,2368619.0383029333 
