Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,284567990.54213184 
 01/01  02:00:00,,,5325035.6500713,284567990.54213184 
 01/01  03:00:00,,,5325035.6500713,284567990.54213184 
 01/01  04:00:00,,,5325035.6500713,284567990.54213184 
 01/01  05:00:00,,,5325035.6500713,284567990.54213184 
 01/01  06:00:00,,,5325035.6500713,284567990.54213184 
 01/01  07:00:00,,,5325035.6500713,284567990.54213184 
 01/01  08:00:00,,,5325035.6500713,284567990.54213184 
 01/01  09:00:00,,,5325035.6500713,284567990.54213184 
 01/01  10:00:00,,,5325035.6500713,284567990.54213184 
 01/01  11:00:00,,,5325035.6500713,284567990.54213184 
 01/01  12:00:00,,,5325035.6500713,284567990.54213184 
 01/01  13:00:00,,,5325035.6500713,284567990.54213184 
 01/01  14:00:00,,,5325035.6500713,284567990.54213184 
 01/01  15:00:00,,,5325035.6500713,284567990.54213184 
 01/01  16:00:00,,,5325035.6500713,284567990.54213184 
 01/01  17:00:00,,,5325035.6500713,284567990.54213184 
 01/01  18:00:00,,,5325035.6500713,284567990.54213184 
 01/01  19:00:00,,,5325035.6500713,284567990.54213184 
 01/01  20:00:00,,,5325035.6500713,284567990.54213184 
 01/01  21:00:00,,,5325035.6500713,284567990.54213184 
 01/01  22:00:00,,,5325035.6500713,284567990.54213184 
 01/01  23:00:00,,,5325035.6500713,284567990.54213184 
 01/01  24:00:00,,,5325035.6500713,284567990.54213184 
 01/02  01:00:00,,,5325035.6500713,284567990.54213184 
 01/02  02:00:00,,,5325035.6500713,284567990.54213184 
 01/02  03:00:00,,,5325035.6500713,284567990.54213184 
 01/02  04:00:00,,,5325035.6500713,284567990.54213184 
 01/02  05:00:00,,,5325035.6500713,284567990.54213184 
 01/02  06:00:00,,,5325035.6500713,284567990.54213184 
 01/02  07:00:00,,,5325035.6500713,284567990.54213184 
 01/02  08:00:00,,,5325035.6500713,284567990.54213184 
 01/02  09:00:00,,,93156364.67546506,810024865.3401403 
 01/02  10:00:00,,,96924773.16239437,810024865.3401403 
 01/02  11:00:00,,,90715471.72328998,816485266.9401404 
 01/02  12:00:00,,,88632317.26572284,816485266.9401404 
 01/02  13:00:00,,,89471978.24255902,816485266.9401404 
 01/02  14:00:00,,,90521811.59473455,810024865.3401403 
 01/02  15:00:00,,,94157963.36149062,810024865.3401403 
 01/02  16:00:00,,,109414483.92152442,806794664.5401404 
 01/02  17:00:00,,,132956127.87068915,806794664.5401404 
 01/02  18:00:00,,,142348604.561856,329704748.5779465 
 01/02  19:00:00,,,142348604.561856,329704748.5779465 
 01/02  20:00:00,,,142348604.561856,329704748.5779465 
 01/02  21:00:00,,,135264958.46873182,329704748.5779465 
 01/02  22:00:00,,,8864913.954663912,284567990.54213184 
 01/02  23:00:00,,,5325035.6500713,284567990.54213184 
 01/02  24:00:00,,,5325035.6500713,284567990.54213184 
 01/03  01:00:00,,,5325035.6500713,284567990.54213184 
 01/03  02:00:00,,,5325035.6500713,284567990.54213184 
 01/03  03:00:00,,,5325035.6500713,284567990.54213184 
 01/03  04:00:00,,,5325035.6500713,284567990.54213184 
 01/03  05:00:00,,,5325035.6500713,284567990.54213184 
 01/03  06:00:00,,,5325035.6500713,284567990.54213184 
 01/03  07:00:00,,,5325035.6500713,284567990.54213184 
 01/03  08:00:00,,,5325035.6500713,284567990.54213184 
 01/03  09:00:00,,,92761883.94040029,810024865.3401403 
 01/03  10:00:00,,,95612185.63815938,810024865.3401403 
 01/03  11:00:00,,,90313410.3747585,816485266.9401404 
 01/03  12:00:00,,,87671849.20938508,816485266.9401404 
 01/03  13:00:00,,,87746108.5333918,816485266.9401404 
 01/03  14:00:00,,,89766217.59556624,810024865.3401403 
 01/03  15:00:00,,,93248302.07829934,810024865.3401403 
 01/03  16:00:00,,,114369467.48928994,806794664.5401404 
 01/03  17:00:00,,,133200328.94149804,806794664.5401404 
 01/03  18:00:00,,,142348604.561856,329704748.5779465 
 01/03  19:00:00,,,142348604.561856,329704748.5779465 
 01/03  20:00:00,,,142348604.561856,329704748.5779465 
 01/03  21:00:00,,,135264958.46873182,329704748.5779465 
 01/03  22:00:00,,,8864913.954663912,284567990.54213184 
 01/03  23:00:00,,,5325035.6500713,284567990.54213184 
 01/03  24:00:00,,,5325035.6500713,284567990.54213184 
 01/04  01:00:00,,,5325035.6500713,284567990.54213184 
 01/04  02:00:00,,,5325035.6500713,284567990.54213184 
 01/04  03:00:00,,,5325035.6500713,284567990.54213184 
 01/04  04:00:00,,,5325035.6500713,284567990.54213184 
 01/04  05:00:00,,,5325035.6500713,284567990.54213184 
 01/04  06:00:00,,,5325035.6500713,284567990.54213184 
 01/04  07:00:00,,,5325035.6500713,284567990.54213184 
 01/04  08:00:00,,,5325035.6500713,284567990.54213184 
 01/04  09:00:00,,,81419325.4559533,810024865.3401403 
 01/04  10:00:00,,,93133839.03480574,810024865.3401403 
 01/04  11:00:00,,,91308299.0294599,816485266.9401404 
 01/04  12:00:00,,,88499733.37814285,816485266.9401404 
 01/04  13:00:00,,,88505020.59906189,816485266.9401404 
 01/04  14:00:00,,,89360246.23963094,810024865.3401403 
 01/04  15:00:00,,,91528604.68675925,810024865.3401403 
 01/04  16:00:00,,,100681707.07667506,806794664.5401404 
 01/04  17:00:00,,,130771418.69975084,806794664.5401404 
 01/04  18:00:00,,,142348604.561856,329704748.5779465 
 01/04  19:00:00,,,142348604.561856,329704748.5779465 
 01/04  20:00:00,,,142348604.561856,329704748.5779465 
 01/04  21:00:00,,,135264958.46873182,329704748.5779465 
 01/04  22:00:00,,,8864913.954663912,284567990.54213184 
 01/04  23:00:00,,,5325035.6500713,284567990.54213184 
 01/04  24:00:00,,,5325035.6500713,284567990.54213184 
 01/05  01:00:00,,,5325035.6500713,284567990.54213184 
 01/05  02:00:00,,,5325035.6500713,284567990.54213184 
 01/05  03:00:00,,,5325035.6500713,284567990.54213184 
 01/05  04:00:00,,,5325035.6500713,284567990.54213184 
 01/05  05:00:00,,,5325035.6500713,284567990.54213184 
 01/05  06:00:00,,,5325035.6500713,284567990.54213184 
 01/05  07:00:00,,,5325035.6500713,284567990.54213184 
 01/05  08:00:00,,,5325035.6500713,284567990.54213184 
 01/05  09:00:00,,,86044204.32018726,810024865.3401403 
 01/05  10:00:00,,,90941535.87330039,810024865.3401403 
 01/05  11:00:00,,,89730464.66006452,816485266.9401404 
 01/05  12:00:00,,,88796917.07833669,816485266.9401404 
 01/05  13:00:00,,,89773479.6454905,816485266.9401404 
 01/05  14:00:00,,,90416162.97530425,810024865.3401403 
 01/05  15:00:00,,,90928613.20019946,810024865.3401403 
 01/05  16:00:00,,,94821300.64477882,806794664.5401404 
 01/05  17:00:00,,,123816771.56154463,806794664.5401404 
 01/05  18:00:00,,,142348604.561856,329704748.5779465 
