Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,3343872.2346914485,15357286083.36899,8678617588.645563,20596.519317470662,3035623925.388485,667663.5872526341,2418395893.455354,160425860.15238976,146614272.29749367,9852269023.395004,2620099653.6393533,6738676904.479138,6556474199.045604,320707821.73930126,4002557271.4112496,367963318.8380824,5292278886.783267,1484435905.562605,4190395104.2537384,299950042.7527368,3813296095.583797,444983274.756531,2249855729.9647408,446373349.65311897,6057962491.174938,463447352.8269295,2384047762.1133313,361546141.61962223,3969271340.91615,570909571.8491459,2463687137.771337,362023912.2397066,3108180164.396447,1876972886.9813206,2536824922.257306,451843353.04831845,177935810546.5304,98900140026.7408 
February,0.0,14576908309.179628,7836129735.957253,469858.06333047437,2664119541.292746,3903652.345009578,2106050912.3361485,195020341.8684757,50211084.73953001,9408567886.238567,2244965922.2458572,6369700880.376419,5958873327.1798315,390226111.56919414,3615157007.224949,379058016.1873191,4758606814.191053,1379805396.0653427,3629511890.085521,390551142.58322644,3694607959.6209025,454018306.8481127,2157054079.5047894,433233482.38408077,5747522965.026958,334668919.3565219,2107573820.1528091,420809853.63765574,3682065330.1520147,597367574.2303033,2266094124.9642158,383650970.5896104,2804053700.722647,1729450195.9821222,2207436903.5331626,528834655.42688894,161297679285.03906,98731114943.74904 
March,0.0,19969095932.789436,4866904076.372188,528294119.21131754,1682513755.6678,249222307.36726314,1147422420.6198885,556045947.4309264,4617060.66399666,13530523193.716902,660893924.0246669,11619999485.03612,3169961188.379297,1415824120.7285051,1900589395.1601572,1491805580.475874,2567035896.128402,3778597511.168255,1889877233.0642834,1581667863.627498,1926238111.8432567,1256636327.587712,1016872790.0610666,1285006489.1820984,3460833944.037529,1797032391.9679925,951247277.3078929,1283252094.9322636,1580602358.19675,1744006005.0330172,959436322.9244851,1543275144.7384977,1217721731.34178,4223808587.337016,923123900.2525793,1811769269.425199,140969636466.19342,64473292851.854355 
April,0.0,20809947358.5029,2131427796.0573,1287618804.1522791,585442563.0342274,481846843.2129961,303436247.7377745,1001833572.6291927,0.0,13844328743.268291,1645436.201507812,13173959896.177883,840034647.5274913,2065966540.024675,491112743.9882468,2379987542.377548,709846186.7997389,4200176362.7278166,477783296.6854507,2481570964.2598023,343661427.05838186,1918110462.0108824,116985045.33620407,2050367769.2547007,1599674167.37544,2379931428.458664,99412420.10244104,2050770282.456975,187046041.0403334,2394189461.069649,111928824.48195384,2535345718.262519,132197996.31557204,4606882695.985531,92803671.91084296,2707359238.8997273,107374591757.54306,29894036586.086723 
May,0.0,25933398295.682575,646971839.4008107,4173509919.710192,116010327.90827452,2062063275.542418,65913164.18197222,2405548756.1812325,0.0,19414564977.228985,0.0,18413710576.71277,37744937.4684124,4477913497.400865,19777628.5998914,4934358638.1509075,32035381.556191273,6426459759.524294,22884459.83708062,4801524523.45647,5987085.043243019,3530445584.9990573,426049.79674623226,4100796451.850052,488781931.9368207,4428464082.248598,812284.5667333251,3972598494.2173824,25086.03578220338,4734320284.02415,0.0,4960179822.490633,62605.85902109338,6674723730.591515,110927.19019285914,4963416392.231445,127504423444.42757,14290241266.40224 
June,0.0,28541254257.969643,351724935.16381526,6002907428.075719,21697186.694236364,3341914002.5407467,14881534.94688457,3549592532.4805417,0.0,22485113277.181946,0.0,22324515970.79106,0.0,6440412067.078062,0.0,6264336019.747042,0.0,7709280611.14318,0.0,6103719822.634255,0.0,5179079345.064177,0.0,5452760159.981741,149221196.34765238,5878837241.052849,0.0,5247160815.452296,0.0,6494835141.402796,0.0,6118900664.389478,0.0,7723575956.598632,0.0,6120956054.328304,146206981437.18384,11153056524.641197 
July,0.0,28588012999.81,223571969.9859066,7223807550.93513,23230646.387939025,4187026432.9114795,11877863.855448589,4337054275.720165,0.0,23241352767.32214,0.0,23758359588.851448,0.0,7403004542.336569,0.0,6887941312.84263,0.0,9018917419.86999,0.0,7313676629.642771,0.0,6150867648.650035,0.0,6106997688.433987,24534902.61368078,7804776578.041654,0.0,6549485122.879506,0.0,7277492504.945458,0.0,6642167156.662259,0.0,8857467852.769382,0.0,7206917985.254743,163984206187.87888,10694208265.129112 
August,0.0,30520782983.177666,314140251.6135814,6161930609.126983,22744268.09389237,3777026263.622172,14805996.889446791,4171238431.842388,0.0,24000471817.371773,0.0,23725041884.638256,0.0,6551631529.541656,0.0,6352147755.465262,0.0,9506871589.775276,0.0,6252906903.878161,0.0,5916688573.99322,0.0,6094848923.093123,11677277.661983017,8732091146.646597,0.0,5972853502.577809,0.0,6629492692.44274,0.0,6221965490.698584,0.0,9543898328.531828,0.0,6289624107.131838,163490852743.75925,11086387448.532892 
September,0.0,26240137057.803734,560125946.3600626,3370242334.579802,105446111.72739856,2172823795.8977575,70259770.97444654,2666200045.6225224,0.0,19300507303.076115,0.0,18045758633.807404,65854281.26164969,4143601194.376835,37083709.799731754,3937360847.8393784,49125118.762393095,7297762087.8047,34625726.84396712,3865619628.435948,0.0,4298861770.292758,0.0,4114977430.12402,138021284.09718925,6947464505.9926815,0.0,4048875370.5225058,66155.05531169809,4477388576.252686,68899.57343354126,3995708503.2732873,0.0,7652715230.0677395,0.0,4096962499.2638803,129495105906.03188,11496142761.840765 
October,0.0,23247706828.762993,1719422584.2865667,1220912329.0539372,490595277.0944975,766951346.8791994,281956074.32842296,1321783325.2316,0.0,15338585801.183954,73647509.25960907,13674944448.524904,595709140.8710542,2334537574.0264354,350578279.876838,2104510942.344783,433631904.8319361,5113963921.954725,364775447.48021257,2115803284.5392532,58679104.95153728,2987713002.922402,23058406.65110076,2566845892.058064,693464031.5985484,4857253300.170096,32031616.049643204,2552776010.494288,146452331.83696643,2777160263.277577,83401530.77167456,2265746485.439755,90908528.76728432,5674488385.301514,88971515.97547266,2418251581.0687327,116751130681.67187,20481919938.57804 
