Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/01  01:00:00,,,477161343.8340378,477161343.8340378 
 01/01  02:00:00,,,416319791.7716814,416319791.77168137 
 01/01  03:00:00,,,511071303.4234317,511071303.4234315 
 01/01  04:00:00,,,425552329.19010663,425552329.1901065 
 01/01  05:00:00,,,526065182.3531087,526065182.35310864 
 01/01  06:00:00,,,435975833.10963964,435975833.1096396 
 01/01  07:00:00,,,552447418.2219509,552447418.2219509 
 01/01  08:00:00,,,461179253.72044456,461179253.7204447 
 01/01  09:00:00,,,507979436.826035,507979436.826035 
 01/01  10:00:00,,,351539652.29569954,351539652.2956995 
 01/01  11:00:00,,,380665777.08149755,380665777.08149755 
 01/01  12:00:00,,,300089140.81119,300089140.81119 
 01/01  13:00:00,,,364219250.4002469,364219250.4002469 
 01/01  14:00:00,,,298376734.9087411,298376734.9087411 
 01/01  15:00:00,,,339271918.3842567,339271918.3842567 
 01/01  16:00:00,,,276741282.3113764,276741282.3113764 
 01/01  17:00:00,,,408144076.89410454,408144076.8941046 
 01/01  18:00:00,,,370618376.7773106,370618376.7773106 
 01/01  19:00:00,,,452591702.551666,452591702.551666 
 01/01  20:00:00,,,388197767.50030124,388197767.50030124 
 01/01  21:00:00,,,483979245.6094375,483979245.6094376 
 01/01  22:00:00,,,403718454.32281953,403718454.32281965 
 01/01  23:00:00,,,498922607.6438498,498922607.6438498 
 01/01  24:00:00,,,407442085.8736267,407442085.8736267 
 01/02  01:00:00,,,497163096.8791289,497163096.8791289 
 01/02  02:00:00,,,408791502.2745436,408791502.2745435 
 01/02  03:00:00,,,488126645.64645725,488126645.6464572 
 01/02  04:00:00,,,411688857.0244499,411688857.0244498 
 01/02  05:00:00,,,496821235.3241011,496821235.324101 
 01/02  06:00:00,,,401939786.3420885,401939786.34208846 
 01/02  07:00:00,,,525539989.749329,525539989.7493289 
 01/02  08:00:00,,,771380449.0561016,771380449.0561013 
 01/02  09:00:00,,,761241886.0440809,761241886.0440807 
 01/02  10:00:00,,,646268967.2976431,646268967.297643 
 01/02  11:00:00,,,569211652.0420392,569211652.042039 
 01/02  12:00:00,,,530168500.5422729,530168500.54227275 
 01/02  13:00:00,,,557547054.3531733,557547054.353173 
 01/02  14:00:00,,,503556988.16658914,503556988.16658896 
 01/02  15:00:00,,,483922467.56315696,483922467.56315684 
 01/02  16:00:00,,,502431974.46145046,502431974.46145046 
 01/02  17:00:00,,,565019205.398952,565019205.398952 
 01/02  18:00:00,,,585421789.4250203,585421789.4250202 
 01/02  19:00:00,,,589061931.5986172,589061931.5986171 
 01/02  20:00:00,,,591189779.5720041,591189779.572004 
 01/02  21:00:00,,,580912355.3355994,580912355.3355993 
 01/02  22:00:00,,,576075226.0884751,576075226.0884751 
 01/02  23:00:00,,,335070547.17754084,335070547.1775408 
 01/02  24:00:00,,,325082657.2708823,325082657.2708823 
 01/03  01:00:00,,,365047453.3571701,365047453.35717005 
 01/03  02:00:00,,,293480976.90634316,293480976.90634316 
 01/03  03:00:00,,,354245721.4165569,354245721.4165569 
 01/03  04:00:00,,,293052191.15328634,293052191.15328634 
 01/03  05:00:00,,,384283324.18521833,384283324.18521833 
 01/03  06:00:00,,,325030246.4239429,325030246.42394286 
 01/03  07:00:00,,,424132037.1894437,424132037.1894437 
 01/03  08:00:00,,,598144420.2731284,598144420.2731284 
 01/03  09:00:00,,,663728332.6552123,663728332.6552122 
 01/03  10:00:00,,,634980759.6150597,634980759.6150596 
 01/03  11:00:00,,,619789563.9410567,619789563.9410566 
 01/03  12:00:00,,,630371732.7920974,630371732.7920973 
 01/03  13:00:00,,,666080168.0591681,666080168.0591681 
 01/03  14:00:00,,,639745317.5120409,639745317.5120406 
 01/03  15:00:00,,,630588352.3753536,630588352.3753533 
 01/03  16:00:00,,,623480912.3601713,623480912.3601712 
 01/03  17:00:00,,,689829837.5865538,689829837.5865538 
 01/03  18:00:00,,,713436280.7720578,713436280.7720578 
 01/03  19:00:00,,,714486659.6664304,714486659.6664302 
 01/03  20:00:00,,,722138315.4167418,722138315.4167418 
 01/03  21:00:00,,,736754398.2612532,736754398.2612531 
 01/03  22:00:00,,,750700343.2053251,750700343.2053251 
 01/03  23:00:00,,,474647714.9084298,474647714.90842986 
 01/03  24:00:00,,,418802507.54852885,418802507.54852885 
 01/04  01:00:00,,,506103461.3805847,506103461.3805847 
 01/04  02:00:00,,,426810356.03739005,426810356.03739005 
 01/04  03:00:00,,,519088962.84707266,519088962.84707266 
 01/04  04:00:00,,,435996576.9466773,435996576.9466773 
 01/04  05:00:00,,,527708509.85387707,527708509.85387707 
 01/04  06:00:00,,,441735776.7686115,441735776.7686116 
 01/04  07:00:00,,,619246745.9934509,619246745.9934509 
 01/04  08:00:00,,,822241313.0487275,822241313.0487274 
 01/04  09:00:00,,,900392186.375983,900392186.3759834 
 01/04  10:00:00,,,830391296.5582528,830391296.5582528 
 01/04  11:00:00,,,788274072.9230412,788274072.9230412 
 01/04  12:00:00,,,768834051.5797073,768834051.5797071 
 01/04  13:00:00,,,771453780.2925847,771453780.2925847 
 01/04  14:00:00,,,747275470.853759,747275470.853759 
 01/04  15:00:00,,,731660368.7345437,731660368.7345436 
 01/04  16:00:00,,,742856804.6707442,742856804.6707441 
 01/04  17:00:00,,,801809041.7693461,801809041.7693462 
 01/04  18:00:00,,,796081913.435316,796081913.435316 
 01/04  19:00:00,,,774588992.5602313,774588992.5602312 
 01/04  20:00:00,,,781508122.3185134,781508122.3185134 
 01/04  21:00:00,,,785998030.6618881,785998030.6618879 
 01/04  22:00:00,,,795641152.1920655,795641152.1920652 
 01/04  23:00:00,,,538532428.3148841,538532428.3148841 
 01/04  24:00:00,,,453976639.1648367,453976639.1648368 
 01/05  01:00:00,,,532719499.8860261,532719499.88602614 
 01/05  02:00:00,,,446356396.8716362,446356396.8716363 
 01/05  03:00:00,,,540150358.7564807,540150358.7564807 
 01/05  04:00:00,,,451143487.86677957,451143487.8667796 
 01/05  05:00:00,,,544747018.7556096,544747018.7556098 
 01/05  06:00:00,,,453769427.2251965,453769427.2251966 
 01/05  07:00:00,,,651498812.4536226,651498812.4536226 
 01/05  08:00:00,,,853355289.1741378,853355289.1741377 
 01/05  09:00:00,,,926056011.9800525,926056011.9800525 
 01/05  10:00:00,,,838836497.1902919,838836497.1902921 
 01/05  11:00:00,,,772870596.9149805,772870596.9149805 
 01/05  12:00:00,,,754255357.6723766,754255357.6723766 
 01/05  13:00:00,,,763707108.5346539,763707108.5346537 
 01/05  14:00:00,,,739417694.3548676,739417694.3548675 
 01/05  15:00:00,,,719793608.2855958,719793608.2855958 
 01/05  16:00:00,,,707220556.6115016,707220556.6115016 
 01/05  17:00:00,,,790404135.1668497,790404135.1668497 
 01/05  18:00:00,,,804762803.6109561,804762803.6109562 
 01/05  19:00:00,,,764370357.6785572,764370357.678557 
 01/05  20:00:00,,,771561261.6851022,771561261.6851022 
 01/05  21:00:00,,,777655860.1906031,777655860.190603 
 01/05  22:00:00,,,795949362.0137327,795949362.0137326 
 01/05  23:00:00,,,524869727.71921855,524869727.7192186 
 01/05  24:00:00,,,444996354.87588394,444996354.8758839 
 01/06  01:00:00,,,516156184.3167194,516156184.3167194 
 01/06  02:00:00,,,437415124.99048287,437415124.99048287 
 01/06  03:00:00,,,530578540.49357843,530578540.49357855 
 01/06  04:00:00,,,434001093.4448076,434001093.4448076 
