Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,10326594.911238508,14766161599.732914,8518829115.278378,0.0,3041646201.8102436,296063.96049370157,1843938398.8950226,313038319.8261263,738525371.1908432,8958900121.09245,4615644703.748538,6306983314.240524,8652757177.096556,63650587.40670275,5257631480.132835,110641972.1841725,7056757505.33458,982413270.8820665,5561774172.302382,137909566.6820966,6362741692.475915,79745163.23426747,3771991156.71411,123789071.15228027,6991613045.016935,201031320.18027037,4048604583.2819157,128187914.69032197,6300960953.520401,136750141.8999592,3919152815.404613,145079185.36895904,5030695857.154314,1221164849.9507577,4051879507.615748,206981040.51525605,240686252248.63748,13218204503.988106 
February,2988061.8572916337,13489546905.755781,7800797117.52711,1210768.4210598308,2716381864.762983,61867.05758018681,1623584728.5874217,366728349.86058146,647480577.5020276,8043872377.353545,4285316177.145577,5875123277.987202,7966687701.131316,104459355.62654914,4873352523.123936,143637550.53647783,6538620831.458988,963990677.7795352,4864977260.559177,226321941.2844323,6132044204.964727,80383149.15646571,3623688854.3735228,113074309.89099915,6845496188.153276,144567562.01998717,3564325422.8828363,198672380.93911234,5891991890.469789,189415071.25948316,3650198100.514352,166277484.9144774,4697941169.669715,1184483493.479383,3536499176.1877813,336145511.8242765,227926702965.67746,12074367397.393354 
March,137193.26530319935,16194241125.223928,4749424280.905345,379603444.0599492,1517087739.0866559,156296500.9433646,1021319915.3568914,392769272.7322233,144838988.2092989,12482225072.047073,1728894527.8305852,9956578793.636232,4608073158.063637,831436132.8791279,2750182737.3992186,1021842890.8402079,3775059407.6221085,2397092284.4206557,2780014681.391183,989628027.7189902,3714554552.5126286,679952367.5015248,2037937233.2149148,830268958.6369652,4483385346.029341,994753903.7645229,2021696347.602,813663642.7222432,3174982985.5700207,990370045.6010431,1904455344.1192493,908571679.1674727,2513431025.4556704,2602499733.2318916,1882185729.724716,1095696358.3706717,168337854143.80673,13621786304.809061 
April,0.0,14070447499.823385,1994956017.5244405,841129966.6156389,542658468.6641115,387568057.2875977,395802411.8316438,513379672.70232,0.0,13437902905.621435,98080255.81711131,11586307348.113728,1472501522.7996676,1473988593.2856321,840881944.0935805,1471145799.183462,1245810270.1570487,2613448199.1149464,838185296.6899871,1586383706.161338,853843317.8655773,1422194157.8219337,367675448.89533955,1401822520.3926847,1855679690.4280949,1404719705.2377908,354826942.03621894,1381339058.863545,651977294.0200552,1694806535.2758796,363261359.01793927,1380867609.4175146,507552687.8594276,2787434193.9031587,349539834.8034213,1705019074.837682,96370747393.66199,12255224249.71709 
May,0.0,17907018185.45653,505740800.68792653,3193845297.46281,257400502.34948525,1280303408.227102,142615894.4975844,1363072629.0518622,0.0,14830378568.20069,0.0,14391742997.946653,50764954.06007218,3189966147.1762943,26238110.87407029,3589920412.9363527,46940370.152674414,4707921304.79933,34484224.500674844,3617392415.31462,1636733.202930874,2443130557.062351,269896.88317047304,2775950721.988657,397849300.3564045,3025152083.7130156,704530.7388646549,2753631455.182113,168406.730626304,3203165875.877627,69302.90731390545,3498016297.33232,186535.01993381424,4707481091.488713,232247.70398565722,3599245867.5248995,91872095445.93954,11923091395.255804 
June,0.0,22295399396.433956,269539831.78024006,5027537129.260069,23677069.387878876,2462421579.8655977,18627802.621378604,2401094223.537249,0.0,18514705152.332275,0.0,18073800242.215652,0.0,4990633846.673017,0.0,5023331986.183356,0.0,6122000318.414452,0.0,4933830001.7143755,0.0,3804024729.419849,0.0,4206297996.1998158,74848763.64964078,4434438529.741209,0.0,4052190003.25043,0.0,4883087927.03994,0.0,4797969290.53818,0.0,5959526405.848832,0.0,4819030610.649248,104834508667.29166,11086748991.791716 
July,0.0,22963286446.993343,182165108.44997168,6255310591.545413,18520529.870541558,3343708291.4473715,10811160.387391359,3172406236.5712285,0.0,20068149335.21285,0.0,19924819522.734947,0.0,6072600082.675401,0.0,5748881929.138618,0.0,7516805557.0497465,0.0,6161369610.928101,0.0,4840651254.850774,0.0,4987418609.341788,3786827.762547911,6331427301.558653,0.0,5395542331.8049755,0.0,5870575597.608933,0.0,5507885073.7608185,0.0,7300415313.897501,0.0,6025118095.597487,117261031505.45384,10684429855.891378 
August,0.0,24208783720.905758,249152162.50577748,5225187229.501773,20308441.80391372,2887361475.719808,20263394.146429487,2962453459.523435,0.0,20130489629.590214,0.0,19361078713.17386,0.0,5150954247.680448,0.0,5151266589.89297,0.0,7750025236.043268,0.0,5096232837.332179,0.0,4510491064.274651,0.0,4845016002.753909,0.0,6942979700.171865,0.0,4757865043.934003,0.0,5134894308.719136,0.0,5004152492.075771,0.0,7699631766.911228,0.0,5077199384.625619,117201282603.44014,11082761068.617031 
September,0.0,19771209007.79434,428723113.69682926,2680202623.8562155,185536968.85891157,1548958141.9097524,109442558.83448415,1714101744.8492172,0.0,15491920478.55608,0.0,14177993713.348694,53261758.543604694,3064148778.2250705,29390024.488920465,2971371483.672054,40766507.657656044,5643796596.209796,29885084.879397623,2940115297.6797605,0.0,3139722689.827004,0.0,3077818180.643738,84096154.75378391,5219786494.19251,0.0,3024290414.9197974,0.0,3233678874.8803434,0.0,2968094307.7614655,0.0,5850222179.500539,0.0,3063623671.989633,93798623545.72437,10635683513.11202 
October,0.0,15621036541.924898,1583268421.0492027,828411764.2780297,625714161.3911375,550774373.1078953,421634279.37789685,698198722.7361671,150222.31930646958,12995351821.434525,192839977.13372728,11388109680.720638,907317698.7924459,1708250012.9511635,532739724.7121966,1451060144.418188,686076567.377705,3553804142.5524693,564005570.8970516,1508683841.814994,155218660.91170862,2157270685.454131,79889000.39642125,1768716433.323556,624976882.7861216,3260061427.4407153,95562750.35440843,1806966610.7523692,312483232.3110686,2012751766.2458878,180547547.71167848,1476351212.9506755,212288274.35491455,3936650509.279786,192679860.04643688,1717244865.7091434,92932022335.63768,11740956409.191532 
