Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9184752460.003405,282395935.2000841,3237552550.586489,206919730.3033958,4020266904.010777,144093620.89783743,4116291508.9654946,144877983.61817506,4236000547.436717,119693409.73171599,7977400344.360967,230485924.9161852,4228956186.2935505,124344192.0658175,4269520901.203151,126257479.32950108,4598475778.158036,77750469.47060071,8284166314.919357,3695297.7163695013,69604700969.42384,269059474795.69525 
February,9174177834.271463,175575296.79717228,3268639284.8052554,145918586.14934728,3996546065.6715126,90765200.43740603,4087073905.5214887,92597510.38066292,4197778326.8296976,88387278.73690027,7852552548.988645,141142659.11126304,4174674554.1201077,77711723.09930784,4209697842.6442957,76419104.86721,4541267817.293804,55138397.676520884,8074289656.459092,23553.370183246443,62685043780.411514,269480981203.21268 
March,5428294790.075978,1992641352.248981,1675377757.7402008,992007146.4897105,2078291171.236736,859819729.1939168,2180706627.693394,833595975.8589418,2285056382.100435,799617555.9345561,4275672156.1591945,1576675901.185621,2279703339.811292,807726915.4949636,2309118765.149752,792005446.2302121,2580288610.5853486,694742615.0868988,5357156576.260434,416837740.2003668,67934067732.783356,171407508630.29202 
April,1994108266.1396961,3635972528.6652966,379728005.4143389,1651577936.2833276,595608872.4006157,1470934403.846612,687164419.6119213,1420512394.118313,742319889.0200053,1366943810.339874,1441346916.1814532,2681167417.1015897,760200510.1641381,1355291820.4498384,792860893.5125184,1327459823.4012558,942985258.5440121,1201463807.8636627,2438573210.8553004,806016838.2194364,63067143248.59638,79225953371.82695 
May,209523864.63842177,6828869205.553138,28898204.793690637,3184948166.969205,41139016.72143614,2861900405.094,56267507.58558406,2767999078.8488784,66366497.68417277,2700363686.5300756,125284259.2664971,5026767610.27724,63751224.707929544,2574609725.2761836,72983793.4214599,2502386729.623029,102954213.60926896,2287380392.0275946,459196825.72355217,1968674577.5704675,67355750865.81171,11391302322.445276 
June,32962966.678591065,9376228393.023613,13809615.290450301,4869871236.888049,12788564.343023099,4091564315.4372993,13245280.778988006,4032917853.0394974,13871880.116819754,3962188940.962828,27535852.965080336,7477831144.394909,15340516.2889126,3865729008.97401,15992971.399473805,3793506480.154023,17872878.69063641,3556107148.075141,23730098.959442284,3324593361.1603117,74722366146.48254,0.0 
July,13022137.554049635,12394983337.442146,6713862.8254518015,6411817292.595549,5191859.913972935,5301733555.393996,5542341.898091141,5230537951.881141,6311454.039499545,5141687212.060868,10186651.178987976,9822104449.858791,5051176.4843354635,5093826395.156761,5273987.004436523,5037633745.74579,7350961.111896156,4868297136.124987,12895395.836733941,4754859311.473396,89155029259.52415,0.0 
August,18995021.122370783,11593705919.70874,6282536.301832344,6012051142.770466,5116232.948145458,5019049290.291035,5644259.519624182,4952710781.880092,6387216.33027582,4864567626.04194,11775396.362985501,9312503030.689669,6471561.044583762,4817003673.652442,7017706.5760422805,4758066351.177849,11112800.553740472,4586714013.7195635,17566708.59377207,4519541460.318542,84303780173.50504,0.0 
September,40035159.03789694,9495646856.090378,17958583.265210897,4484893374.347893,16448763.848588556,3905476529.8911996,17116922.806019366,3824660152.5719013,18236651.36176862,3772281437.544272,34495142.26991296,7052988663.166173,18432231.187216997,3636722675.8813934,18294320.100452915,3585696257.162435,20311223.840056535,3427022998.1762953,52754002.58763572,3293538301.4054966,71356108057.08508,1696764264.9826946 
October,442545776.46628,6724853214.971906,61942618.37097078,2976442966.2202926,119328305.84805003,2711762502.3118563,148677475.45221543,2604749333.4883585,167645294.23351476,2532387288.6844196,321887960.32851535,4775956232.19313,168852371.18400615,2449182415.242307,177265290.6012445,2391675830.1289554,233116036.5448943,2237113805.0283275,750609922.1370522,1931200615.540231,67246942968.49772,33157462866.408802 
