Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,22933495.8171328,12884543210.50628,9372141.273339568,6796775420.837072,10680026.86205301,5635772185.411896,11260669.065769328,5527685096.435034,11845543.019678647,5456830567.565131,19443884.24435827,10380749359.911882,10122753.167422421,5361934959.241202,10583946.695395987,5295985056.757709,12431412.007981023,5063978356.1574955,19245511.116258778,4600403133.430404,95693741437.77676,138197286.97451553 
February,13469687.783960745,12085576200.31132,7605933.609684015,6425278361.008549,5839399.468006229,5297627773.313317,6530076.551651304,5222672604.83051,6646562.029256668,5143660103.985969,12157997.776157072,9881389194.981941,6495446.977805431,5110108695.474603,6519002.930333807,5036820058.5002165,7387430.543692793,4828880891.047582,14453157.454463288,4380719417.101446,88102259135.64479,0.0 
March,21713677.795046095,12626349219.020733,11312814.023643687,6786639508.414069,10576265.008677604,5610862802.020823,10861686.71955309,5537691951.097202,10872679.33351041,5450818249.822841,19050043.93389517,10458949699.330997,10735109.046324203,5406769363.066737,10457505.650024924,5333006310.921449,12108375.106746024,5085249671.124049,16924847.874645665,4548547503.722927,97716600778.60657,5107056.018372933 
April,12452254.429503962,13791218607.417477,6808611.947766844,7257029048.06723,5593683.93199004,5985646651.119382,5498545.855846624,5895653321.471722,7235433.514586595,5805653592.842639,12373431.476377372,11150707595.530024,7462198.684079093,5783042648.7789545,7171606.283176223,5728045266.744156,7257453.8799220715,5555135297.31081,11232293.347382557,5236626566.827996,101275055301.4687,0.0 
May,9089573.501527907,14731256204.923975,7580804.762183021,7721978302.85177,4086916.710758828,6421764590.767729,4328281.597277251,6338770406.88473,4068398.0930194943,6243100613.455642,8278286.635678923,11954349208.329264,4677925.046649577,6221637008.092911,4617843.491897303,6168118542.253458,5186017.430047011,5970510388.516924,7398429.886049674,5847830023.793633,114544650410.96127,0.0 
June,4450506.930687277,16146323660.399105,6468422.468510966,8257555836.818978,2822725.4557411447,6985857789.380225,2825283.578418969,6873917328.926629,2541184.8605040764,6788570343.47795,5137398.219291669,13004782497.380266,2644696.374637272,6761477357.397425,2467409.06428128,6698429119.077152,2674400.927339973,6584937548.701401,4890269.138698921,6843880954.756106,119716496449.04825,0.0 
July,3318733.764891463,17848499457.461067,6068239.41182495,8933397059.143993,2171310.697729478,7504548051.862251,2231167.5017222026,7377138196.90226,1920534.2125856758,7297084884.687717,5593165.403454996,13971250616.885092,2735730.5477467086,7256479456.265937,2589354.914249834,7202749797.324968,2029745.7939020402,7125344831.71185,2986192.3716882314,7643716672.419799,129628066969.34215,0.0 
August,3549407.1872450886,18684762332.052376,7745429.035920217,9208795034.906466,2483593.5904933345,7906687235.95692,2283291.328193961,7782499568.974916,2354507.1367596746,7696774883.299277,3224461.7725619683,14800630425.666418,1424053.898556846,7676968595.1958,1469627.8331242104,7618959910.515287,1865518.8158578626,7546918650.962426,3544066.694508831,8238743736.843737,130710129533.70427,0.0 
September,2674150.762526829,17949428838.349583,6494509.2723877,8896100961.238377,2114346.0278525,7522327257.1720085,2068425.7273374437,7395401875.400459,1957050.463687207,7317997590.930328,5045554.8007642515,14041526206.04575,2018003.6716757556,7290252166.543734,2321463.8964496166,7229645665.924696,2532401.9732132726,7152652880.503043,2202537.5282967202,7818054210.543647,124147464924.82811,0.0 
October,4046661.1089406633,18046380775.358833,5634763.368529578,8977426769.825262,3286397.6908081938,7543131685.726358,2875012.5617853045,7424864324.997353,3491526.4058173443,7328933215.784735,7564101.07063045,14084154599.729282,3351088.57147445,7305895417.961056,3943322.7670672126,7243507927.75829,3184397.52783123,7155541014.488252,2698040.017396814,7677261160.956298,118649630799.30801,0.0 
