Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,114886104.52175638 
 01/01  02:00:00,,,5325035.6500713,114886104.52175638 
 01/01  03:00:00,,,5325035.6500713,114886104.52175638 
 01/01  04:00:00,,,5325035.6500713,114886104.52175638 
 01/01  05:00:00,,,5325035.6500713,114886104.52175638 
 01/01  06:00:00,,,5325035.6500713,114886104.52175638 
 01/01  07:00:00,,,5325035.6500713,114886104.52175638 
 01/01  08:00:00,,,5325035.6500713,114886104.52175638 
 01/01  09:00:00,,,5325035.6500713,114886104.52175638 
 01/01  10:00:00,,,5325035.6500713,114886104.52175638 
 01/01  11:00:00,,,5325035.6500713,114886104.52175638 
 01/01  12:00:00,,,5325035.6500713,114886104.52175638 
 01/01  13:00:00,,,5325035.6500713,114886104.52175638 
 01/01  14:00:00,,,5325035.6500713,114886104.52175638 
 01/01  15:00:00,,,5325035.6500713,114886104.52175638 
 01/01  16:00:00,,,5325035.6500713,114886104.52175638 
 01/01  17:00:00,,,5325035.6500713,114886104.52175638 
 01/01  18:00:00,,,5325035.6500713,114886104.52175638 
 01/01  19:00:00,,,5325035.6500713,114886104.52175638 
 01/01  20:00:00,,,5325035.6500713,114886104.52175638 
 01/01  21:00:00,,,5325035.6500713,114886104.52175638 
 01/01  22:00:00,,,5325035.6500713,114886104.52175638 
 01/01  23:00:00,,,5325035.6500713,114886104.52175638 
 01/01  24:00:00,,,5325035.6500713,114886104.52175638 
 01/02  01:00:00,,,5325035.6500713,114886104.52175638 
 01/02  02:00:00,,,5325035.6500713,114886104.52175638 
 01/02  03:00:00,,,5325035.6500713,114886104.52175638 
 01/02  04:00:00,,,5325035.6500713,114886104.52175638 
 01/02  05:00:00,,,5325035.6500713,114886104.52175638 
 01/02  06:00:00,,,5325035.6500713,114886104.52175638 
 01/02  07:00:00,,,5325035.6500713,114886104.52175638 
 01/02  08:00:00,,,5325035.6500713,114886104.52175638 
 01/02  09:00:00,,,129234072.60036793,327024119.4452676 
 01/02  10:00:00,,,134559101.80368346,327024119.4452676 
 01/02  11:00:00,,,126306633.52869534,329632319.4452676 
 01/02  12:00:00,,,122844388.04716656,329632319.4452676 
 01/02  13:00:00,,,124078901.50768302,329632319.4452676 
 01/02  14:00:00,,,125973642.64012581,327024119.4452676 
 01/02  15:00:00,,,130989577.4772813,327024119.4452676 
 01/02  16:00:00,,,151775859.09741104,325720019.4452676 
 01/02  17:00:00,,,185670326.63145998,325720019.4452676 
 01/02  18:00:00,,,199367793.504,133108765.0587828 
 01/02  19:00:00,,,199367793.504,133108765.0587828 
 01/02  20:00:00,,,199367793.504,133108765.0587828 
 01/02  21:00:00,,,189365231.41087586,133108765.0587828 
 01/02  22:00:00,,,10622050.153767914,114886104.52175638 
 01/02  23:00:00,,,5325035.6500713,114886104.52175638 
 01/02  24:00:00,,,5325035.6500713,114886104.52175638 
 01/03  01:00:00,,,5325035.6500713,114886104.52175638 
 01/03  02:00:00,,,5325035.6500713,114886104.52175638 
 01/03  03:00:00,,,5325035.6500713,114886104.52175638 
 01/03  04:00:00,,,5325035.6500713,114886104.52175638 
 01/03  05:00:00,,,5325035.6500713,114886104.52175638 
 01/03  06:00:00,,,5325035.6500713,114886104.52175638 
 01/03  07:00:00,,,5325035.6500713,114886104.52175638 
 01/03  08:00:00,,,5325035.6500713,114886104.52175638 
 01/03  09:00:00,,,128669009.52167785,327024119.4452676 
 01/03  10:00:00,,,133129436.62906492,327024119.4452676 
 01/03  11:00:00,,,125794298.9913877,329632319.4452676 
 01/03  12:00:00,,,122130726.28845218,329632319.4452676 
 01/03  13:00:00,,,122100050.9645407,329632319.4452676 
 01/03  14:00:00,,,125113374.57912314,327024119.4452676 
 01/03  15:00:00,,,129886048.2730459,327024119.4452676 
 01/03  16:00:00,,,159051178.5855168,325720019.4452676 
 01/03  17:00:00,,,186064487.07862657,325720019.4452676 
 01/03  18:00:00,,,199367793.504,133108765.0587828 
 01/03  19:00:00,,,199367793.504,133108765.0587828 
 01/03  20:00:00,,,199367793.504,133108765.0587828 
 01/03  21:00:00,,,189365231.41087586,133108765.0587828 
 01/03  22:00:00,,,10622050.153767914,114886104.52175638 
 01/03  23:00:00,,,5325035.6500713,114886104.52175638 
 01/03  24:00:00,,,5325035.6500713,114886104.52175638 
 01/04  01:00:00,,,5325035.6500713,114886104.52175638 
 01/04  02:00:00,,,5325035.6500713,114886104.52175638 
 01/04  03:00:00,,,5325035.6500713,114886104.52175638 
 01/04  04:00:00,,,5325035.6500713,114886104.52175638 
 01/04  05:00:00,,,5325035.6500713,114886104.52175638 
 01/04  06:00:00,,,5325035.6500713,114886104.52175638 
 01/04  07:00:00,,,5325035.6500713,114886104.52175638 
 01/04  08:00:00,,,5325035.6500713,114886104.52175638 
 01/04  09:00:00,,,112885488.30426183,327024119.4452676 
 01/04  10:00:00,,,129699367.58735938,327024119.4452676 
 01/04  11:00:00,,,126843568.05083218,329632319.4452676 
 01/04  12:00:00,,,123128770.48817994,329632319.4452676 
 01/04  13:00:00,,,123145810.95937425,329632319.4452676 
 01/04  14:00:00,,,124582738.16173367,327024119.4452676 
 01/04  15:00:00,,,127783971.35093197,327024119.4452676 
 01/04  16:00:00,,,139356672.47350895,325720019.4452676 
 01/04  17:00:00,,,182375438.3950005,325720019.4452676 
 01/04  18:00:00,,,199367793.504,133108765.0587828 
 01/04  19:00:00,,,199367793.504,133108765.0587828 
 01/04  20:00:00,,,199367793.504,133108765.0587828 
 01/04  21:00:00,,,189365231.41087586,133108765.0587828 
 01/04  22:00:00,,,10622050.153767914,114886104.52175638 
 01/04  23:00:00,,,5325035.6500713,114886104.52175638 
 01/04  24:00:00,,,5325035.6500713,114886104.52175638 
 01/05  01:00:00,,,5325035.6500713,114886104.52175638 
 01/05  02:00:00,,,5325035.6500713,114886104.52175638 
 01/05  03:00:00,,,5325035.6500713,114886104.52175638 
 01/05  04:00:00,,,5325035.6500713,114886104.52175638 
 01/05  05:00:00,,,5325035.6500713,114886104.52175638 
 01/05  06:00:00,,,5325035.6500713,114886104.52175638 
 01/05  07:00:00,,,5325035.6500713,114886104.52175638 
 01/05  08:00:00,,,5325035.6500713,114886104.52175638 
 01/05  09:00:00,,,119282482.95028387,327024119.4452676 
 01/05  10:00:00,,,126825336.89124161,327024119.4452676 
 01/05  11:00:00,,,125077355.49981038,329632319.4452676 
 01/05  12:00:00,,,123595688.0835866,329632319.4452676 
 01/05  13:00:00,,,124674999.86557159,329632319.4452676 
 01/05  14:00:00,,,126037382.37767422,327024119.4452676 
 01/05  15:00:00,,,126909242.70585117,327024119.4452676 
 01/05  16:00:00,,,132175066.77495638,325720019.4452676 
 01/05  17:00:00,,,172790764.72072917,325720019.4452676 
 01/05  18:00:00,,,199367793.504,133108765.0587828 
 01/05  19:00:00,,,199367793.504,133108765.0587828 
 01/05  20:00:00,,,199367793.504,133108765.0587828 
 01/05  21:00:00,,,189365231.41087586,133108765.0587828 
 01/05  22:00:00,,,10622050.153767914,114886104.52175638 
 01/05  23:00:00,,,5325035.6500713,114886104.52175638 
 01/05  24:00:00,,,5325035.6500713,114886104.52175638 
 01/06  01:00:00,,,5325035.6500713,114886104.52175638 
 01/06  02:00:00,,,5325035.6500713,114886104.52175638 
 01/06  03:00:00,,,5325035.6500713,114886104.52175638 
 01/06  04:00:00,,,5325035.6500713,114886104.52175638 
 01/06  05:00:00,,,5325035.6500713,114886104.52175638 
 01/06  06:00:00,,,5325035.6500713,114886104.52175638 
 01/06  07:00:00,,,5325035.6500713,114886104.52175638 
 01/06  08:00:00,,,5325035.6500713,114886104.52175638 
 01/06  09:00:00,,,111924614.34744264,327024119.4452676 
 01/06  10:00:00,,,129081437.52139664,327024119.4452676 
 01/06  11:00:00,,,126240298.50874084,329632319.4452676 
 01/06  12:00:00,,,122250553.60443625,329632319.4452676 
 01/06  13:00:00,,,123257169.62363818,329632319.4452676 
 01/06  14:00:00,,,125292627.23247921,327024119.4452676 
 01/06  15:00:00,,,127883580.80289944,327024119.4452676 
 01/06  16:00:00,,,137929615.94205287,325720019.4452676 
 01/06  17:00:00,,,185523905.10723725,325720019.4452676 
 01/06  18:00:00,,,199367793.504,133108765.0587828 
 01/06  19:00:00,,,199367793.504,133108765.0587828 
 01/06  20:00:00,,,199367793.504,133108765.0587828 
 01/06  21:00:00,,,189365231.41087586,133108765.0587828 
 01/06  22:00:00,,,10622050.153767914,114886104.52175638 
 01/06  23:00:00,,,5325035.6500713,114886104.52175638 
 01/06  24:00:00,,,5325035.6500713,114886104.52175638 
 01/07  01:00:00,,,5325035.6500713,114886104.52175638 
 01/07  02:00:00,,,5325035.6500713,114886104.52175638 
 01/07  03:00:00,,,5325035.6500713,114886104.52175638 
 01/07  04:00:00,,,5325035.6500713,114886104.52175638 
 01/07  05:00:00,,,5325035.6500713,114886104.52175638 
 01/07  06:00:00,,,5325035.6500713,114886104.52175638 
 01/07  07:00:00,,,5325035.6500713,114886104.52175638 
 01/07  08:00:00,,,5325035.6500713,114886104.52175638 
 01/07  09:00:00,,,5325035.6500713,114886104.52175638 
 01/07  10:00:00,,,5325035.6500713,114886104.52175638 
 01/07  11:00:00,,,5325035.6500713,114886104.52175638 
 01/07  12:00:00,,,5325035.6500713,114886104.52175638 
 01/07  13:00:00,,,5325035.6500713,114886104.52175638 
 01/07  14:00:00,,,5325035.6500713,114886104.52175638 
 01/07  15:00:00,,,5325035.6500713,114886104.52175638 
 01/07  16:00:00,,,5325035.6500713,114886104.52175638 
 01/07  17:00:00,,,5325035.6500713,114886104.52175638 
 01/07  18:00:00,,,5325035.6500713,114886104.52175638 
 01/07  19:00:00,,,5325035.6500713,114886104.52175638 
 01/07  20:00:00,,,5325035.6500713,114886104.52175638 
 01/07  21:00:00,,,5325035.6500713,114886104.52175638 
 01/07  22:00:00,,,5325035.6500713,114886104.52175638 
 01/07  23:00:00,,,5325035.6500713,114886104.52175638 
 01/07  24:00:00,,,5325035.6500713,114886104.52175638 
 01/08  01:00:00,,,5325035.6500713,114886104.52175638 
 01/08  02:00:00,,,5325035.6500713,114886104.52175638 
 01/08  03:00:00,,,5325035.6500713,114886104.52175638 
 01/08  04:00:00,,,5325035.6500713,114886104.52175638 
 01/08  05:00:00,,,5325035.6500713,114886104.52175638 
